id,voting_id,legislador_id,legislador,bloque_id,bloque,provincia_id,provincia,voto
60395,236,3,"ABASTO, Angel Leonidas",2,Justicialista,1,"Buenos Aires",AUSENTE
60396,236,494,"ABELLA, Miguel Angel",6,"Unión Cívica Radical",3,Córdoba,AUSENTE
60397,236,379,"ALARCIA, Martha Carmen",2,Justicialista,3,Córdoba,AUSENTE
60398,236,584,"ALARCON, María del Carmen",2,Justicialista,21,"Santa Fe",AUSENTE
60399,236,496,"ALBRISI, César Alfredo",50,"Acción por la República",3,Córdoba,NEGATIVO
60400,236,585,"ALCHOURON, Guillermo Eduardo",50,"Acción por la República",1,"Buenos Aires",NEGATIVO
60401,236,586,"ALESANDRI, Carlos Tomas",2,Justicialista,3,Córdoba,AFIRMATIVO
60402,236,380,"ALESSANDRO, Dario Pedro",39,FREPASO,25,"Capital Federal",NEGATIVO
60403,236,692,"ALLENDE IRIARTE, Alberto",50,"Acción por la República",25,"Capital Federal",AUSENTE
60404,236,381,"ALLENDE, Alfredo Estanislao",6,"Unión Cívica Radical",1,"Buenos Aires",AUSENTE
60405,236,587,"ARGUL, Marta del Carmen",39,FREPASO,10,Jujuy,NEGATIVO
60406,236,588,"ARNALDI, Monica Susana",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
60407,236,384,"ATANASOF, Alfredo Néstor",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
60408,236,693,"AVALOS ROBLES, Edmundo Eduardo",2,Justicialista,24,Tucumán,AFIRMATIVO
60409,236,264,"AYALA, Juan Carlos",2,Justicialista,5,Chaco,AUSENTE
60410,236,265,"BAGLINI, Raúl Eduardo",6,"Unión Cívica Radical",13,Mendoza,AUSENTE
60411,236,499,"BALADRON, Manuel Justo",2,Justicialista,11,"La Pampa",AFIRMATIVO
60412,236,28,"BALESTRA, René Helvecio",6,"Unión Cívica Radical",21,"Santa Fe",NEGATIVO
60413,236,589,"BALIAN, Alejandro",6,"Unión Cívica Radical",3,Córdoba,NEGATIVO
60414,236,31,"BALTER, Carlos Mario",11,"Demócrata de Mendoza",13,Mendoza,NEGATIVO
60415,236,694,"BARBAGELATA, María Elena",39,FREPASO,25,"Capital Federal",NEGATIVO
60416,236,267,"BAYLAC, Juan Pablo",6,"Unión Cívica Radical",1,"Buenos Aires",NEGATIVO
60417,236,590,"BECERRA, Omar Enrique",2,Justicialista,23,"Tierra del Fuego",AFIRMATIVO
60418,236,591,"BEVACQUA, Adriana Norma",2,Justicialista,8,"Entre Ríos",AUSENTE
60419,236,592,"BIGLIERI, María Emilia",9,"Demócrata Progresista",21,"Santa Fe",NEGATIVO
60420,236,593,"BONACINA, Mario Hector",55,"Movimiento Cívico y Social",22,"Santiago del Estero",NEGATIVO
60421,236,43,"BONINO, Miguel Angel",6,"Unión Cívica Radical",19,"San Luis",AFIRMATIVO
60422,236,392,"BORDENAVE, Marcela Antonia",39,FREPASO,1,"Buenos Aires",AUSENTE
60423,236,500,"BRANDONI, Adalberto Luis",6,"Unión Cívica Radical",1,"Buenos Aires",AUSENTE
60424,236,48,"BRAVO, Alfredo Pedro",39,FREPASO,25,"Capital Federal",AFIRMATIVO
60425,236,594,"BRIOZZO, Alberto Nicolas",39,FREPASO,1,"Buenos Aires",NEGATIVO
60426,236,395,"BRITOS, Oraldo Norvel",2,Justicialista,19,"San Luis",AUSENTE
60427,236,595,"BUCCO, Jorge Luis",2,Justicialista,3,Córdoba,AFIRMATIVO
60428,236,501,"BUSSI, Ricardo Argentino",15,"Fuerza Republicana",24,Tucumán,AFIRMATIVO
60429,236,596,"BUSTI, Jorge Pedro",2,Justicialista,8,"Entre Ríos",AFIRMATIVO
60430,236,397,"CABALLERO MARTIN, Carlos Aurelio",9,"Demócrata Progresista",21,"Santa Fe",AUSENTE
60431,236,277,"CAFIERO, Juan Pablo",39,FREPASO,1,"Buenos Aires",NEGATIVO
60432,236,502,"CAFIERO, Mario Alejandro",2,Justicialista,1,"Buenos Aires",ABSTENCION
60433,236,597,"CALVO, Pedro Jorge Camilo",6,"Unión Cívica Radical",25,"Capital Federal",AUSENTE
60434,236,58,"CAMAÑO, Eduardo Oscar",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
60435,236,280,"CAMAÑO, Graciela",2,Justicialista,1,"Buenos Aires",AUSENTE
60436,236,400,"CAMBARERI, Fortunato Rafael",6,"Unión Cívica Radical",6,Chubut,NEGATIVO
60437,236,598,"CAPELLO, Mario Osvaldo",6,"Unión Cívica Radical",18,"San Juan",NEGATIVO
60438,236,503,"CARDESA, Enrique Gustavo",39,FREPASO,1,"Buenos Aires",NEGATIVO
60439,236,404,"CARRIÓ, Elisa María Avelina",6,"Unión Cívica Radical",5,Chaco,AUSENTE
60440,236,599,"CASTAÑON, Alfredo José",50,"Acción por la República",25,"Capital Federal",AUSENTE
60441,236,600,"CASTELLANI, Carlos Alberto",53,"U. Ce. De.",21,"Santa Fe",AUSENTE
60442,236,505,"CASTRO, Alicia Amalia",39,FREPASO,1,"Buenos Aires",ABSTENCION
60443,236,601,"CAVALLERO, Hector José",2,Justicialista,21,"Santa Fe",AFIRMATIVO
60444,236,506,"CAVALLO, Domingo Felipe",50,"Acción por la República",25,"Capital Federal",AUSENTE
60445,236,602,"CAVIGLIA, Franco Agustín",50,"Acción por la República",1,"Buenos Aires",AUSENTE
60446,236,507,"CHAYA, María Lelia",2,Justicialista,17,Salta,AFIRMATIVO
60447,236,695,"CHIACCHIO, Nora Alicia",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
60448,236,603,"COLOMBI, Ricardo",6,"Unión Cívica Radical",7,Corrientes,AUSENTE
60449,236,508,"COLOMBO, María Teresita del Valle",58,"Frente Cívico y Social de Catamarca",4,Catamarca,NEGATIVO
60450,236,509,"COLUCIGNO, Aurelia Alicia",6,"Unión Cívica Radical",1,"Buenos Aires",AUSENTE
60451,236,604,"CONCA, Julio Cesar",20,"Bloquista de San Juan",18,"San Juan",NEGATIVO
