"id","date","record","title","fileUrl","type","result","recordUrl","detailsUrl","videoUrl","affirmativeCount","negativeCount","abstentionCount","absentCount"
463,"2015-07-01",12,"MENSAJE Nº 1165/15 Y PROYECTO DE LEY ESTABLECIENDO QUE LAS ASIGNACIONES FAMILIARES PREVISTAS EN LA LEY 24.714, SUS NORMAS COMPLEMENTARIAS Y S/M, CON EXCEPCION DE LA ESTABLECIDA EN EL INCISO E) DEL ART. 6º DE LA MISMA, SERAN MOVILES. O.D. 346/2015, Art. 1, Art. 4","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/346","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/463","/votaciones/detalleActa/463",,52,10,1,9
464,"2015-07-01",13,"MENSAJE Nº 1165/15 Y PROYECTO DE LEY ESTABLECIENDO QUE LAS ASIGNACIONES FAMILIARES PREVISTAS EN LA LEY 24.714, SUS NORMAS COMPLEMENTARIAS Y S/M, CON EXCEPCION DE LA ESTABLECIDA EN EL INCISO E) DEL ART. 6º DE LA MISMA, SERAN MOVILES. O.D. 346/2015, Art. 2","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/346","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/464","/votaciones/detalleActa/464",,49,13,1,9
465,"2015-07-01",14,"MENSAJE Nº 1165/15 Y PROYECTO DE LEY ESTABLECIENDO QUE LAS ASIGNACIONES FAMILIARES PREVISTAS EN LA LEY 24.714, SUS NORMAS COMPLEMENTARIAS Y S/M, CON EXCEPCION DE LA ESTABLECIDA EN EL INCISO E) DEL ART. 6º DE LA MISMA, SERAN MOVILES. O.D. 346/2015, Art. 5","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/346","EN PARTICULAR","CANCELADA LEV.VOT.","/votaciones/verActaVotacion/465","/votaciones/detalleActa/465",,45,13,1,10
466,"2015-07-01",15,"MENSAJE Nº 1165/15 Y PROYECTO DE LEY ESTABLECIENDO QUE LAS ASIGNACIONES FAMILIARES PREVISTAS EN LA LEY 24.714, SUS NORMAS COMPLEMENTARIAS Y S/M, CON EXCEPCION DE LA ESTABLECIDA EN EL INCISO E) DEL ART. 6º DE LA MISMA, SERAN MOVILES. O.D. 346/2015, Art. 5","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/346","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/466","/votaciones/detalleActa/466",,45,15,1,11
467,"2015-07-01",16,"MENSAJE Nº 1165/15 Y PROYECTO DE LEY ESTABLECIENDO QUE LAS ASIGNACIONES FAMILIARES PREVISTAS EN LA LEY 24.714, SUS NORMAS COMPLEMENTARIAS Y S/M, CON EXCEPCION DE LA ESTABLECIDA EN EL INCISO E) DEL ART. 6º DE LA MISMA, SERAN MOVILES. O.D. 346/2015, Art. 6","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/346","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/467","/votaciones/detalleActa/467",,59,1,2,10
468,"2015-07-01",17,"AUDITORIA GENERAL DE LA NACION: COMUNICA RESOLUCION N° 210/12, APROBANDO EL INFORME ESPECIAL SOBRE EL ANALISIS DE LA EJECUCION DE LOS CREDITOS PRESUPUESTARIOS CORRESPONDIENTES AL PRIMER SEMESTRE DE 2012, PRODUCIDO POR LA GERENCIA DE CONTROL DE LA CUENTA DE INVERSION. O.D. 290/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/290","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/468","/votaciones/detalleActa/468",,37,12,4,19
469,"2015-07-01",18,"Temas Varios O.D. ( CD-134/14-PL, S-1917/15-PL, PE-112/15-PL, PE-113/15-PL, O.D. 251/2015, O.D. 930/2014, O.D. 2/2015, O.D. 3/2015, O.D. 4/2015, O.D. 5/2015, O.D. 53/2015, O.D. 54/2015, O.D. 280/2015, O.D. 283/2015, O.D. 285/2015, O.D. 286/2015, O.D. 313/2015, O.D. 571/2015, O.D. 301/2015, O.D. 302/2015, O.D. 303/2015, O.D. 300/2015, O.D. 284/2015","/parlamentario/comisiones/verExp/134.14/CD/PL","OTRA","CANCELADA LEV.VOT.","/votaciones/verActaVotacion/469","/votaciones/detalleActa/469",,51,0,0,20
483,"2015-07-01",19,"Temas Varios O.D. ( CD-134/14-PL, S-1917/15-PL, PE-112/15-PL, PE-113/15-PL, O.D. 251/2015, O.D. 930/2014, O.D. 2/2015, O.D. 3/2015, O.D. 4/2015, O.D. 5/2015, O.D. 53/2015, O.D. 54/2015, O.D. 280/2015, O.D. 283/2015, O.D. 285/2015, O.D. 286/2015, O.D. 313/2015, O.D. 571/2015, O.D. 301/2015, O.D. 302/2015, O.D. 303/2015, O.D. 300/2015, O.D. 284/2015","/parlamentario/comisiones/verExp/134.14/CD/PL","OTRA","AFIRMATIVO","/votaciones/verActaVotacion/483","/votaciones/detalleActa/483",,52,0,0,20
429,"2015-05-27",1,"Temas Varios O.D. ( O.D. 68/2015, O.D. 70/2015, O.D. 71/2015, O.D. 72/2015, O.D. 73/2015, O.D. 253/2015, O.D. 254/2015, O.D. 152/2015, O.D. 153/2015, O.D. 155/2015, O.D. 156/2015, O.D. 144/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/68","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/429","/votaciones/detalleActa/429",,39,20,0,13
430,"2015-05-27",2,"Temas Varios O.D. ( O.D. 65/2015, O.D. 128/2015, O.D. 129/2015, O.D. 15/2015, O.D. 126/2015, O.D. 926/2015, O.D. 166/2015, O.D. 171/2015, O.D. 249/2015, O.D. 165/2015, O.D. 169/2015, O.D. 250/2015, O.D. 127/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/65","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/430","/votaciones/detalleActa/430",,59,0,0,13
433,"2015-05-27",3,"Temas Varios Expedientes ( CD-97/14-PL, CD-96/14-PL, S-1010/14-PL, S-489/15-PL","/parlamentario/comisiones/verExp/97.14/CD/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/433","/votaciones/detalleActa/433",,58,0,1,13
434,"2015-05-27",4,"JEFATURA DE GABINETE: REMITE COPIA DE LA RESPUESTA ENVIADA POR EL MINISTERIO DE ECONOMIA Y FINANZAS PUBLICAS, ACERCA DE LA INSTALACIÓN DE UN CAJERO AUTOMATICO DEL BANCO DE LA NACIÓN ARGENTINA, EN LA ISLA APIPE GRANDE, CORRIENTES. - REF. S. 2268/11. A SUS ANTECEDENTES. O.D. 142/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/142","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/434","/votaciones/detalleActa/434",,36,16,0,20
435,"2015-05-27",5,"ODARDA: PROYECTO DE DECLARACION ADHIRIENDO AL DIA INTERNACIONAL DE LAS MUJERES RURALES, EL 15 DE OCTUBRE DE 2015. O.D. 781/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/781","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/435","/votaciones/detalleActa/435",,38,19,0,15
436,"2015-05-27",6,"PEREYRA Y PICHETTO: PROYECTO DE LEY SUSTITUYENDO EL INC. D DEL ART. 7º DE LA LEY 23.966 - IMPUESTO SOBRE LOS COMBUSTIBLES - T.O. 1998 Y S/M, INCORPORANDO A DIVERSAS PCIAS. Y LOCALIDADES EN LOS BENEFICIOS DE REBAJA DE LOS COMBUSTIBLES. O.D. 248/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/248","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/436","/votaciones/detalleActa/436",,48,3,3,18
437,"2015-05-27",7,"URTUBEY Y OTROS: PROYECTO DE LEY ORGANICA DEL MINISTERIO PUBLICO DE LA DEFENSA DE LA NACION. O.D. 241/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/241","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/437","/votaciones/detalleActa/437",,45,11,0,16
438,"2015-05-27",8,"URTUBEY Y OTROS: PROYECTO DE LEY DE ORGANIZACION Y COMPETENCIA DE LA JUSTICIA FEDERAL Y NACIONAL PENAL. O.D. 242/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/242","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/438","/votaciones/detalleActa/438",,37,19,0,16
439,"2015-05-27",9,"URTUBEY Y OTROS: PROYECTO DE LEY DE IMPLEMENTACION DEL CODIGO PROCESAL PENAL DE LA NACION. O.D. 243/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/243","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/439","/votaciones/detalleActa/439",,44,11,0,16
440,"2015-05-27",10,"URTUBEY Y OTROS: PROYECTO DE LEY MODIFICANDO EL CODIGO PENAL, INCORPORANDO DIVERSOS CAUSALES DE SUSPENSION DEL JUICIO A PRUEBA. O.D. 244/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/244","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/440","/votaciones/detalleActa/440",,48,8,0,16
441,"2015-05-27",11,"MONTERO: PROYECTO DE LEY MODIFICANDO LA LEY 24.946 - MINISTERIO PUBLICO -, RESPECTO DEL PODER DISCIPLINARIO DEL PROCURADOR GRAL. DE LA NACION Y DEL DEFENSOR GRAL. DE LA NACION, Y DE LA CONVOCATORIA DE SU TRIBUNAL DE ENJUCIAMIENTO Y LA INTEGRACION DEL MISMO POR VOCALES ABOGADOS CON MATRICULA FEDER O.D. 245/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/245","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/441","/votaciones/detalleActa/441",,37,19,0,16
442,"2015-05-27",12,"MENSAJE N° 582/15 Y PROYECTO DE LEY DE SUBROGACIONES PARA LOS TRIBUNALES INFERIORES A LA CORTE SUPREMA DE JUSTICIA DE LA NACION. O.D. 246/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/246","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/442","/votaciones/detalleActa/442",,38,18,0,16
443,"2015-05-27",13,"Temas Varios O.D. S-1348/15-PL, O.D. 247/2015","/parlamentario/comisiones/verExp/1348.15/S/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/443","/votaciones/detalleActa/443",,56,0,1,15
428,"2015-04-15",1,"Temas Varios O.D. ( CD-126/14-PL, PE-13/15-PL, O.D. 1/2015","/parlamentario/comisiones/verExp/126.14/CD/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/428","/votaciones/detalleActa/428",,58,0,0,14
431,"2015-04-15",2,"PROYECTO DE LEY EN REVISION DECLARANDO DE INTERES PUBLICO NACIONAL Y COMO OBJETIVO PRIORITARIO DE LA REPUBLICA ARGENTINA, LA POLITICA DE REACTIVACION DE LOS FERROCARRILES DE PASAJEROS Y DE CARGAS, LA RENOVACION Y EL MEJORAMIENTO DE LA INFRAESTRUCTURA FERROVIARIA E INCORPORACION DE TECNOLOGIAS Y SERV O.D. 52/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/52","EN GENERAL","AFIRMATIVO","/votaciones/verActaVotacion/431","/votaciones/detalleActa/431",,53,2,0,17
432,"2015-04-15",3,"PROYECTO DE LEY EN REVISION DECLARANDO DE INTERES PUBLICO NACIONAL Y COMO OBJETIVO PRIORITARIO DE LA REPUBLICA ARGENTINA, LA POLITICA DE REACTIVACION DE LOS FERROCARRILES DE PASAJEROS Y DE CARGAS, LA RENOVACION Y EL MEJORAMIENTO DE LA INFRAESTRUCTURA FERROVIARIA E INCORPORACION DE TECNOLOGIAS Y SERV O.D. 52/2015","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2015/52","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/432","/votaciones/detalleActa/432",,46,9,0,17
423,"2015-03-11",1,"Temas Varios Expedientes ( S-3923/14-PL, CD-115/14-PL","/parlamentario/comisiones/verExp/3923.14/S/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/423","/votaciones/detalleActa/423",,35,22,0,15
424,"2015-03-11",2,"GIUSTINIANI Y OTROS : PROYECTO DE LEY DECLARANDO ZONA DE EMERGENCIA Y DESASTRE POR INUNDACIONES A DIVERSOS DEPARTAMENTOS DE LAS PCIAS DE SANTA FE, CORDOBA, CATAMARCA, SANTIAGO DEL ESTERO Y TUCUMAN. S-449/15-PL","/parlamentario/comisiones/verExp/449.15/S/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/424","/votaciones/detalleActa/424",,51,0,0,21
425,"2015-03-11",3,"Temas Varios Expedientes ( CD-86/14-PL, CD-119/14-PL","/parlamentario/comisiones/verExp/86.14/CD/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/425","/votaciones/detalleActa/425",,47,0,0,25
426,"2015-02-12",1,"MENSAJE N° 143/15 Y PROYECTO DE LEY CREANDO LA AGENCIA FEDERAL DE INTELIGENCIA. O.D. 952/2014","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2014/952","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/426","/votaciones/detalleActa/426",,38,7,0,27
427,"2015-02-12",2,"Temas Varios O.D. ( O.D. 953/2014, O.D. 954/2014","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2014/953","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/427","/votaciones/detalleActa/427",,46,0,0,26
195,"2016-12-21",1,"Temas Varios Expedientes ( PE-295/16-AC, PE-296/16-AC, PE-314/16-AC, PE-212/16-AC, PE-313/16-AC","/parlamentario/comisiones/verExp/295.16/PE/AC","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/195","/votaciones/detalleActa/195","https://youtu.be/P_JQa_T2d3I",58,0,0,14
196,"2016-12-21",2,"PROYECTO DE LEY EN REVISION MODIFICANDO LOS IMPUESTOS A LA RENTA DE PERSONAS FISICAS (GANANCIAS Y MONOTRIBUTO) Y MEDIDAS FISCALES PARA DOTAR DE MAYOR EQUIDAD AL SISTEMA TRIBUTARIO ARGENTINO CD-105/16-PL","/parlamentario/comisiones/verExp/105.16/CD/PL","EN GENERAL","AFIRMATIVO","/votaciones/verActaVotacion/196","/votaciones/detalleActa/196","https://youtu.be/P_JQa_T2d3I",56,2,12,2
197,"2016-12-21",3,"PROYECTO DE LEY EN REVISION MODIFICANDO LOS IMPUESTOS A LA RENTA DE PERSONAS FISICAS (GANANCIAS Y MONOTRIBUTO) Y MEDIDAS FISCALES PARA DOTAR DE MAYOR EQUIDAD AL SISTEMA TRIBUTARIO ARGENTINO CD-105/16-PL, Art. 1","/parlamentario/comisiones/verExp/105.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/197","/votaciones/detalleActa/197","https://youtu.be/P_JQa_T2d3I",55,3,12,2
198,"2016-12-21",4,"PROYECTO DE LEY EN REVISION MODIFICANDO LOS IMPUESTOS A LA RENTA DE PERSONAS FISICAS (GANANCIAS Y MONOTRIBUTO) Y MEDIDAS FISCALES PARA DOTAR DE MAYOR EQUIDAD AL SISTEMA TRIBUTARIO ARGENTINO CD-105/16-PL, Art. 2, Art. 3, Art. 4","/parlamentario/comisiones/verExp/105.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/198","/votaciones/detalleActa/198","https://youtu.be/P_JQa_T2d3I",55,3,12,2
199,"2016-12-21",5,"PROYECTO DE LEY EN REVISION MODIFICANDO LOS IMPUESTOS A LA RENTA DE PERSONAS FISICAS (GANANCIAS Y MONOTRIBUTO) Y MEDIDAS FISCALES PARA DOTAR DE MAYOR EQUIDAD AL SISTEMA TRIBUTARIO ARGENTINO CD-105/16-PL, Art. 5, Art. 6, Art. 7, Art. 8","/parlamentario/comisiones/verExp/105.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/199","/votaciones/detalleActa/199","https://youtu.be/P_JQa_T2d3I",54,4,12,2
200,"2016-12-21",6,"PROYECTO DE LEY EN REVISION MODIFICANDO LOS IMPUESTOS A LA RENTA DE PERSONAS FISICAS (GANANCIAS Y MONOTRIBUTO) Y MEDIDAS FISCALES PARA DOTAR DE MAYOR EQUIDAD AL SISTEMA TRIBUTARIO ARGENTINO CD-105/16-PL, Art. 9, Art. 10, Art. 11, Art. 12","/parlamentario/comisiones/verExp/105.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/200","/votaciones/detalleActa/200","https://youtu.be/P_JQa_T2d3I",55,3,12,2
201,"2016-12-21",7,"MENSAJE N° 130/16 Y PROYECTO DE LEY COMPLEMENTARIA DEL REGIMEN SOBRE RIESGOS DE TRABAJO. O.D. 1328/2016","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1328","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/201","/votaciones/detalleActa/201","https://youtu.be/P_JQa_T2d3I",48,2,1,21
193,"2016-12-14",1,"Temas Varios O.D. ( O.D. 1401/2016, O.D. 1402/2016, O.D. 1403/2016","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1401","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/193","/votaciones/detalleActa/193","https://youtu.be/P-vfH7isCig",49,0,0,23
194,"2016-12-14",2,"PROYECTO DE LEY EN REVISION PRORROGANDO HASTA EL 31 DE DICIEMBRE DE 2019 LA EMERGENCIA SOCIAL EN LOS TERMINOS DE LA LEY 27.200 (PRORROGANDO HASTA EL 31 DE DICIEMBRE DE 2017 LA VIGENCIA DE LA LEY 26.204 (EMERGENCIA PUBLICA), PRORROGADA POR SUS SIMILARES 26.339, 26.456, 26.563, 26.729 Y 26.896). CD-104/16-PL","/parlamentario/comisiones/verExp/104.16/CD/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/194","/votaciones/detalleActa/194","https://youtu.be/P-vfH7isCig",49,0,0,23
136,"2016-11-30",1,"MENSAJE N° 101/16, SOLICITANDO ACUERDO PARA DESIGNAR PRESIDENTE DEL BANCO CENTRAL DE LA REPUBLICA ARGENTINA, AL DR. FEDERICO ADOLFO STURZENEGGER. O.D. 1226/2016","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1226","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/136","/votaciones/detalleActa/136","https://youtu.be/29veXHY88Kg",56,8,2,6
137,"2016-11-30",2,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN GENERAL","AFIRMATIVO","/votaciones/verActaVotacion/137","/votaciones/detalleActa/137","https://youtu.be/29veXHY88Kg",59,8,0,5
138,"2016-11-30",3,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 1º a 10º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/138","/votaciones/detalleActa/138","https://youtu.be/29veXHY88Kg",59,8,0,5
139,"2016-11-30",4,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 11º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/139","/votaciones/detalleActa/139","https://youtu.be/29veXHY88Kg",65,2,0,5
140,"2016-11-30",5,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 12º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/140","/votaciones/detalleActa/140","https://youtu.be/29veXHY88Kg",49,13,5,5
141,"2016-11-30",6,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 13º y 14º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/141","/votaciones/detalleActa/141","https://youtu.be/29veXHY88Kg",59,8,0,5
142,"2016-11-30",7,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 15º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/142","/votaciones/detalleActa/142","https://youtu.be/29veXHY88Kg",37,27,3,5
143,"2016-11-30",8,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 16º a 19º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/143","/votaciones/detalleActa/143","https://youtu.be/29veXHY88Kg",59,7,0,6
144,"2016-11-30",9,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 20º y 21º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/144","/votaciones/detalleActa/144","https://youtu.be/29veXHY88Kg",59,8,0,5
145,"2016-11-30",10,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 22º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/145","/votaciones/detalleActa/145","https://youtu.be/29veXHY88Kg",51,15,0,6
146,"2016-11-30",11,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 23º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/146","/votaciones/detalleActa/146","https://youtu.be/29veXHY88Kg",57,9,0,6
147,"2016-11-30",12,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 24º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/147","/votaciones/detalleActa/147","https://youtu.be/29veXHY88Kg",59,8,0,5
148,"2016-11-30",13,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 25º a 27º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/148","/votaciones/detalleActa/148","https://youtu.be/29veXHY88Kg",58,7,0,6
149,"2016-11-30",14,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 28º a 31º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/149","/votaciones/detalleActa/149","https://youtu.be/29veXHY88Kg",58,8,0,6
150,"2016-11-30",15,"PROYECTO DE LEY EN REVISION DE PRESUPUESTO DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO 2017. O.D. 1224/2016, Art. 32º","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2016/1224","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/150","/votaciones/detalleActa/150","https://youtu.be/29veXHY88Kg",58,8,0,5
151,"2016-11-30",16,"Temas Varios O.D. CD-75/16-PL, O.D. 1224/2016, Art. 33º","/parlamentario/comisiones/verExp/75.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/151","/votaciones/detalleActa/151","https://youtu.be/29veXHY88Kg",65,1,0,6
152,"2016-11-30",17,"Temas Varios O.D. CD-75/16-PL, O.D. 1224/2016, Art. 34º","/parlamentario/comisiones/verExp/75.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/152","/votaciones/detalleActa/152","https://youtu.be/29veXHY88Kg",43,22,0,6
153,"2016-11-30",18,"Temas Varios O.D. CD-75/16-PL, O.D. 1224/2016, Art. 35º a 46º","/parlamentario/comisiones/verExp/75.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/153","/votaciones/detalleActa/153","https://youtu.be/29veXHY88Kg",58,8,0,6
154,"2016-11-30",19,"Temas Varios O.D. CD-75/16-PL, O.D. 1224/2016, Art. 47º","/parlamentario/comisiones/verExp/75.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/154","/votaciones/detalleActa/154","https://youtu.be/29veXHY88Kg",65,1,0,6
155,"2016-11-30",20,"Temas Varios O.D. CD-75/16-PL, O.D. 1224/2016, Art. 48º a 55º","/parlamentario/comisiones/verExp/75.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/155","/votaciones/detalleActa/155","https://youtu.be/29veXHY88Kg",58,8,0,6
156,"2016-11-30",21,"Temas Varios O.D. CD-75/16-PL, O.D. 1224/2016, Art. 56º","/parlamentario/comisiones/verExp/75.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/156","/votaciones/detalleActa/156","https://youtu.be/29veXHY88Kg",54,10,0,8
157,"2016-11-30",22,"Temas Varios O.D. CD-75/16-PL, O.D. 1224/2016, Art. 57º","/parlamentario/comisiones/verExp/75.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/157","/votaciones/detalleActa/157","https://youtu.be/29veXHY88Kg",56,9,0,7
158,"2016-11-30",23,"Temas Varios O.D. CD-75/16-PL, O.D. 1224/2016, Art. 58º","/parlamentario/comisiones/verExp/75.16/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/158","/votaciones/detalleActa/158","https://youtu.be/29veXHY88Kg",57,8,0,7
