"id","date","record","title","fileUrl","type","result","recordUrl","detailsUrl","videoUrl","affirmativeCount","negativeCount","abstentionCount","absentCount"
1002,"2010-12-22",1,"MENSAJE Nª ( 1624/10 ) SOLICITANDO ACUERDO PARA PROMOVER AL GRADO INMEDIATO SUPERIOR A PERSONAL MILITAR SUPERIOR DEL EJERCITO, CON FECHA 31 DE DICIEMBRE DE 2010. PE-239/10-AC","/parlamentario/comisiones/verExp/239.10/PE/AC","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1002","/votaciones/detalleActa/1002",,36,1,4,31
1003,"2010-12-15",1,"Temas Varios Expedientes ( PE-281/10-AC, PE-282/10-AC, PE-283/10-AC, PE-284/10-AC, PE-285/10-AC, PE-286/10-AC, PE-287/10-AC, PE-288/10-AC, PE-289/10-AC, PE-290/10-AC, PE-291/10-AC, PE-292/10-AC, PE-293/10-AC, PE-294/10-AC, PE-295/10-AC, PE-296/10-AC, PE-297/10-AC, PE-298/10-AC, PE-299/10-AC, PE-300/10-AC, PE-301/10-AC, PE-302/10-AC, PE-303/10-AC, PE-304/10-AC, PE-305/10-AC, PE-306/10-AC, PE-307/10-AC, PE-308/10-AC, PE-309/10-AC, PE-310/10-AC, PE-311/10-AC, PE-312/10-AC, PE-313/10-AC, PE-314/10-AC, PE-315/10-AC, PE-316/10-AC, PE-317/10-AC, PE-318/10-AC, PE-320/10-AC, PE-321/10-AC, PE-322/10-AC, PE-323/10-AC, PE-324/10-AC, PE-325/10-AC, PE-326/10-AC, PE-327/10-AC, PE-328/10-AC, PE-329/10-AC, PE-330/10-AC, PE-331/10-AC, PE-332/10-AC, PE-333/10-AC, PE-334/10-AC, PE-335/10-AC, PE-336/10-AC, PE-337/10-AC, PE-338/10-AC, PE-339/10-AC, PE-340/10-AC, PE-341/10-AC, PE-342/10-AC, PE-343/10-AC, PE-344/10-AC, PE-345/10-AC, PE-346/10-AC, PE-347/10-AC, PE-348/10-AC, PE-349/10-AC, PE-350/10-AC, PE-351/10-AC, PE-352/10-AC, PE-353/10-AC, PE-354/10-AC, PE-355/10-AC, PE-356/10-AC, PE-357/10-AC, PE-358/10-AC, PE-359/10-AC, PE-360/10-AC, PE-361/10-AC, PE-362/10-AC, PE-280/10-AC","/parlamentario/comisiones/verExp/281.10/PE/AC","HABILITACIÓN TRAT SOBRE TABLAS","AFIRMATIVO","/votaciones/verActaVotacion/1003","/votaciones/detalleActa/1003",,54,9,0,9
1004,"2010-12-15",2,"Temas Varios Expedientes ( PE-281/10-AC, PE-282/10-AC, PE-283/10-AC, PE-284/10-AC, PE-285/10-AC, PE-286/10-AC, PE-287/10-AC, PE-288/10-AC, PE-289/10-AC, PE-290/10-AC, PE-291/10-AC, PE-292/10-AC, PE-293/10-AC, PE-294/10-AC, PE-295/10-AC, PE-296/10-AC, PE-297/10-AC, PE-298/10-AC, PE-299/10-AC, PE-300/10-AC, PE-301/10-AC, PE-302/10-AC, PE-303/10-AC, PE-304/10-AC, PE-305/10-AC, PE-306/10-AC, PE-307/10-AC, PE-308/10-AC, PE-309/10-AC, PE-310/10-AC, PE-311/10-AC, PE-312/10-AC, PE-313/10-AC, PE-314/10-AC, PE-315/10-AC, PE-316/10-AC, PE-317/10-AC, PE-318/10-AC, PE-320/10-AC, PE-321/10-AC, PE-322/10-AC, PE-323/10-AC, PE-324/10-AC, PE-325/10-AC, PE-326/10-AC, PE-327/10-AC, PE-328/10-AC, PE-329/10-AC, PE-330/10-AC, PE-331/10-AC, PE-332/10-AC, PE-333/10-AC, PE-334/10-AC, PE-335/10-AC, PE-336/10-AC, PE-337/10-AC, PE-338/10-AC, PE-339/10-AC, PE-340/10-AC, PE-341/10-AC, PE-342/10-AC, PE-343/10-AC, PE-344/10-AC, PE-345/10-AC, PE-346/10-AC, PE-347/10-AC, PE-348/10-AC, PE-349/10-AC, PE-350/10-AC, PE-351/10-AC, PE-352/10-AC, PE-353/10-AC, PE-354/10-AC, PE-355/10-AC, PE-356/10-AC, PE-357/10-AC, PE-358/10-AC, PE-359/10-AC, PE-360/10-AC, PE-361/10-AC, PE-362/10-AC, PE-280/10-AC","/parlamentario/comisiones/verExp/281.10/PE/AC","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1004","/votaciones/detalleActa/1004",,53,8,1,10
1005,"2010-12-15",3,"Temas Varios Expedientes ( PE-157/10-AC, PE-158/10-AC, PE-159/10-AC, PE-160/10-AC, PE-161/10-AC, PE-162/10-AC, PE-163/10-AC, PE-164/10-AC, PE-165/10-AC, PE-167/10-AC","/parlamentario/comisiones/verExp/157.10/PE/AC","HABILITACIÓN TRAT SOBRE TABLAS","AFIRMATIVO","/votaciones/verActaVotacion/1005","/votaciones/detalleActa/1005",,42,17,0,13
1006,"2010-12-15",4,"MENSAJE Nº 1326/10 SOLICITANDO ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES DEL TRABAJO DE LA CAPITAL FEDERAL, SALA III, A LA DRA. DIANA REGINA CAÑAL . PE-161/10-AC","/parlamentario/comisiones/verExp/161.10/PE/AC","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1006","/votaciones/detalleActa/1006",,36,12,12,12
1007,"2010-12-15",5,"Temas Varios Expedientes ( PE-157/10-AC, PE-158/10-AC, PE-159/10-AC, PE-160/10-AC, PE-162/10-AC, PE-163/10-AC, PE-164/10-AC, PE-165/10-AC, PE-167/10-AC","/parlamentario/comisiones/verExp/157.10/PE/AC","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1007","/votaciones/detalleActa/1007",,45,12,4,11
1008,"2010-12-15",6,"MENSAJE Nº 1832/10 SOLICITANDO ACUERDO PARA NOMBRAR EMBAJADOR EXTRAORDINARIO Y PLENIPOTENCIARIO A D. ALDO FERRER . PE-367/10-AC","/parlamentario/comisiones/verExp/367.10/PE/AC","HABILITACIÓN TRAT SOBRE TABLAS","AFIRMATIVO","/votaciones/verActaVotacion/1008","/votaciones/detalleActa/1008",,49,11,0,12
1009,"2010-12-15",7,"MENSAJE Nº 1832/10 SOLICITANDO ACUERDO PARA NOMBRAR EMBAJADOR EXTRAORDINARIO Y PLENIPOTENCIARIO A D. ALDO FERRER . PE-367/10-AC","/parlamentario/comisiones/verExp/367.10/PE/AC","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1009","/votaciones/detalleActa/1009",,49,12,0,11
1010,"2010-12-15",8,"PROYECTO DE LEY PRORROGANDO HASTA EL 31 DE DICIEMBRE DE 2011, INCLUSIVE, LA VIGENCIA DEL IMPUESTO ADICIONAL DE EMERGENCIA SOBRE EL PRECIO FINAL DE VENTA DE CIGARRILLOS ( LEY 24625 ) Y LA DISTRIBUCION DEL PRODUCIDO DEL MENCIONADO TRIBUTO ( LEY 25239 ). CD-67/10-PL","/parlamentario/comisiones/verExp/67.10/CD/PL","EN GENERAL","AFIRMATIVO","/votaciones/verActaVotacion/1010","/votaciones/detalleActa/1010",,47,7,0,18
1011,"2010-12-15",9,"PROYECTO DE LEY PRORROGANDO HASTA EL 31 DE DICIEMBRE DE 2011, INCLUSIVE, LA VIGENCIA DEL IMPUESTO ADICIONAL DE EMERGENCIA SOBRE EL PRECIO FINAL DE VENTA DE CIGARRILLOS ( LEY 24625 ) Y LA DISTRIBUCION DEL PRODUCIDO DEL MENCIONADO TRIBUTO ( LEY 25239 ). CD-67/10-PL, Art. 1","/parlamentario/comisiones/verExp/67.10/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1011","/votaciones/detalleActa/1011",,47,7,0,18
1012,"2010-12-15",10,"PROYECTO DE LEY PRORROGANDO HASTA EL 31 DE DICIEMBRE DE 2011, INCLUSIVE, LA VIGENCIA DEL IMPUESTO ADICIONAL DE EMERGENCIA SOBRE EL PRECIO FINAL DE VENTA DE CIGARRILLOS ( LEY 24625 ) Y LA DISTRIBUCION DEL PRODUCIDO DEL MENCIONADO TRIBUTO ( LEY 25239 ). CD-67/10-PL, Art. 2","/parlamentario/comisiones/verExp/67.10/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1012","/votaciones/detalleActa/1012",,34,20,0,18
1013,"2010-12-15",11,"PROYECTO DE LEY PRORROGANDO HASTA EL 31 DE DICIEMBRE DE 2011, INCLUSIVE, LA VIGENCIA DEL IMPUESTO ADICIONAL DE EMERGENCIA SOBRE EL PRECIO FINAL DE VENTA DE CIGARRILLOS ( LEY 24625 ) Y LA DISTRIBUCION DEL PRODUCIDO DEL MENCIONADO TRIBUTO ( LEY 25239 ). CD-67/10-PL, Art. 3 y 4","/parlamentario/comisiones/verExp/67.10/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1013","/votaciones/detalleActa/1013",,47,7,0,18
1023,"2010-11-24",1,"MENSAJE Nº 996/09 Y PROYECTO DE LEY POR EL CUAL SE SUSTITUYE EL ART. 37 DE LA LEY Nº 24156 DE ADMINISTRACION FINANCIERA Y DE LOS SISTEMAS DE CONTROL DEL SECTOR PUBLICO NACIONAL . PE-177/09-PL","/parlamentario/comisiones/verExp/177.09/PE/PL","HABILITACIÓN TRAT SOBRE TABLAS","NEGATIVO","/votaciones/verActaVotacion/1023","/votaciones/detalleActa/1023",,33,36,0,3
1025,"2010-11-24",2,"PROYECTO DE LEY EN REVISION MODIFICANDO LA LEY Nº 24537 CONSEJO DE LA MAGISTRATURA . O.D. 1112/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/1112","EN GENERAL Y EN PARTICULAR","NEGATIVO","/votaciones/verActaVotacion/1025","/votaciones/detalleActa/1025",,31,38,0,3
1026,"2010-11-24",3,"SANZ Y OTROS : PROYECTO DE LEY MODIFICANDO LA LEY 26122 ( COMISION BICAMERAL PERMANENTE DE TRAMITE LEGISLATIVO ). O.D. 727/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/727","EN GENERAL Y EN PARTICULAR","NEGATIVO","/votaciones/verActaVotacion/1026","/votaciones/detalleActa/1026",,29,36,0,7
1027,"2010-11-24",4,"PROYECTO DE LEY EN REVISION ESTABLECIENDO UN MARCO REGULATORIO PARA LA MEDICINA PREPAGA . CD-62/08-PL","/parlamentario/comisiones/verExp/62.08/CD/PL","EN GENERAL","AFIRMATIVO","/votaciones/verActaVotacion/1027","/votaciones/detalleActa/1027",,59,0,0,13
1028,"2010-11-24",5,"PROYECTO DE LEY EN REVISION ESTABLECIENDO UN MARCO REGULATORIO PARA LA MEDICINA PREPAGA . CD-62/08-PL, Art. Cap I Art 1","/parlamentario/comisiones/verExp/62.08/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1028","/votaciones/detalleActa/1028",,59,0,0,13
1029,"2010-11-24",6,"PROYECTO DE LEY EN REVISION ESTABLECIENDO UN MARCO REGULATORIO PARA LA MEDICINA PREPAGA . CD-62/08-PL, Art. Cap I Art 2 y 3","/parlamentario/comisiones/verExp/62.08/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1029","/votaciones/detalleActa/1029",,59,1,0,12
1030,"2010-11-24",7,"PROYECTO DE LEY EN REVISION ESTABLECIENDO UN MARCO REGULATORIO PARA LA MEDICINA PREPAGA . CD-62/08-PL, Art. Cap II Art 4","/parlamentario/comisiones/verExp/62.08/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1030","/votaciones/detalleActa/1030",,34,25,0,13
1031,"2010-11-24",8,"PROYECTO DE LEY EN REVISION ESTABLECIENDO UN MARCO REGULATORIO PARA LA MEDICINA PREPAGA . CD-62/08-PL, Art. Cap II Art 5","/parlamentario/comisiones/verExp/62.08/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1031","/votaciones/detalleActa/1031",,60,0,0,12
1032,"2010-11-24",9,"PROYECTO DE LEY EN REVISION ESTABLECIENDO UN MARCO REGULATORIO PARA LA MEDICINA PREPAGA . CD-62/08-PL, Art. Cap II Art 6","/parlamentario/comisiones/verExp/62.08/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1032","/votaciones/detalleActa/1032",,51,9,0,12
1033,"2010-11-24",10,"PROYECTO DE LEY EN REVISION ESTABLECIENDO UN MARCO REGULATORIO PARA LA MEDICINA PREPAGA . CD-62/08-PL, Art. Cap III Art 7, Art. Cap IV Art 8 a 17, Art. Cap V Art 18 y 19, Art. Cap VI Art 20 y 21","/parlamentario/comisiones/verExp/62.08/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1033","/votaciones/detalleActa/1033",,60,1,0,11
1034,"2010-11-24",11,"PROYECTO DE LEY EN REVISION ESTABLECIENDO UN MARCO REGULATORIO PARA LA MEDICINA PREPAGA . CD-62/08-PL, Art. Cap VI Art 22","/parlamentario/comisiones/verExp/62.08/CD/PL","EN PARTICULAR","NEGATIVO","/votaciones/verActaVotacion/1034","/votaciones/detalleActa/1034",,0,61,0,11
1035,"2010-11-24",12,"PROYECTO DE LEY EN REVISION ESTABLECIENDO UN MARCO REGULATORIO PARA LA MEDICINA PREPAGA . CD-62/08-PL, Art. Cap VI Art 23 y 24, Art. Cap VII Art 25, Art. Cap VIII Art 26, Art. Cap IX Art 27 a 31","/parlamentario/comisiones/verExp/62.08/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1035","/votaciones/detalleActa/1035",,60,1,0,11
1036,"2010-11-24",13,"PROYECTO DE LEY EN REVISION SOBRE LEY NACIONAL DE SALUD MENTAL . CD-60/09-PL","/parlamentario/comisiones/verExp/60.09/CD/PL","EN GENERAL","AFIRMATIVO","/votaciones/verActaVotacion/1036","/votaciones/detalleActa/1036",,47,0,1,24
1037,"2010-11-24",14,"PROYECTO DE LEY EN REVISION SOBRE LEY NACIONAL DE SALUD MENTAL . CD-60/09-PL","/parlamentario/comisiones/verExp/60.09/CD/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1037","/votaciones/detalleActa/1037",,44,3,2,23
1044,"2010-11-03",1,"PROYECTO DE LEY EN REVISION DE ACCESIBILIDAD DE LA INFORMACION EN LAS PAGINAS WEB . O.D. 956/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/956","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1044","/votaciones/detalleActa/1044",,45,0,0,27
1045,"2010-11-03",2,"JENEFES : PROYECTO DE LEY TRANSFIRIENDO, A TITULO GRATUITO, A LA PROVINCIA DE JUJUY, EL DOMINIO DE UN INMUEBLE, PROPIEDAD DEL ESTADO NACIONAL, UBICADO EN LA LOCALIDAD DE MONTERRICO .- O.D. 949/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/949","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1045","/votaciones/detalleActa/1045",,45,0,0,27
1046,"2010-11-03",3,"NEGRE DE ALONSO : PROYECTO DE LEY DE ASOCIACIONES CIVILES .- S-123/09-PL","/parlamentario/comisiones/verExp/123.09/S/PL","EN GENERAL","AFIRMATIVO","/votaciones/verActaVotacion/1046","/votaciones/detalleActa/1046",,40,1,0,31
1047,"2010-11-03",4,"PROYECTO DE LEY EN REVISION CREANDO UN REGIMEN ESPECIAL PARA LOS SERVICIOS DE TRANSPORTE TURISTICO TERRESTRE CON EL OBJETO DE OTORGAR LOS PERMISOS CORRESPONDIENTES PARA OPERAR EN EL DENOMINADO CORREDOR DE LOS LAGOS ANDINO PATAGONICOS, UBICADOS EN LAS PROVINCIAS DEL NEUQUEN, RIO NEGRO Y CHUBUT CD-102/09-PL","/parlamentario/comisiones/verExp/102.09/CD/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1047","/votaciones/detalleActa/1047",,45,0,0,27
1048,"2010-11-03",5,"Temas Varios Expedientes ( S-3748/10-PL, S-3735/10-PC","/parlamentario/comisiones/verExp/3748.10/S/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1048","/votaciones/detalleActa/1048",,43,0,0,29
1049,"2010-11-03",6,"Temas Varios Expedientes ( S-1824/10-PL, S-3340/10-PL, CD-108/09-PL","/parlamentario/comisiones/verExp/1824.10/S/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1049","/votaciones/detalleActa/1049",,39,0,0,33
1050,"2010-10-20",1,"ESCUDERO : PROYECTO DE LEY DE CONTROL DE ARMAS, MUNICIONES Y MATERIALES RELACIONADOS .- O.D. 939/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/939","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1050","/votaciones/detalleActa/1050",,35,27,0,10
1051,"2010-10-20",2,"PICHETTO Y OTROS : PROYECTO DE LEY ESTABLECIENDO LAS CLAUSULAS DEFINITIVAS DE LOS LUGARES QUE FUNCIONEN COMO DESARMADEROS DE AUTOPARTES Y PROHIBIENDO LA COMERCIALIZACION, EL TRANSPORTE Y ALMACENAMIENTO DE AUTOPARTES Y OTROS DE AUTOMOTORES . S-1638/10-PL","/parlamentario/comisiones/verExp/1638.10/S/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1051","/votaciones/detalleActa/1051",,61,1,0,10
1052,"2010-10-20",3,"PROYECTO DE LEY EN REVISION CREANDO EL SISTEMA DE FAROS CENTENARIOS . O.D. 831/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/831","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1052",,,0,0,0,0
1053,"2010-10-20",4,"COLAZO: PROYECTO DE LEY INSTITUYENDO EL NOMBRE DE PADRE JOSE ZINK EN HOMENAJE AL PADRE SALESIANO QUE TRABAJO AL SERVICIO DE LA COMUNIDAD FUEGUINA, AL TRAMO DE LA RUTA NACIONAL 3, COMPRENDIDO ENTRE EL HITO KM 2673.95 Y EL KM 3079.54, TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR. O.D. 855/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/855","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1053",,,0,0,0,0
1054,"2010-10-20",5,"PROYECTO DE LEY EN REVISION ESTABLECIENDO LA OBLIGATORIEDAD DE UTILIZAR EN TODOS LOS NIVELES Y MODALIDADES DEL SISTEMA EDUCACTIVO EL MAPA BICONTINENTAL DE LA REPUBLICA ARGENTINA, CONFECCIONADO POR EL INSTITUTO GEOGRAFICO NACIONAL . O.D. 877/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/877","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1054",,,0,0,0,0
1055,"2010-10-20",6,"PROYECTO DE LEY EN REVISION INSTITUYENDO EL 4 DE SEPTIEMBRE COMO DIA NACIONAL DE LA HISTORIETA ARGENTINA . O.D. 878/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/878","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1055",,,0,0,0,0
1056,"2010-10-20",7,"GUINLE : REPRODUCE EL PROYECTO DE LEY MODIFICANDO LA LEY 22802 - LEALTAD COMERCIAL - RESPECTO A LAS SANCIONES EN LOS CASOS DE REINCIDENCIA .REF. S. 1137/07 O.D. 914/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/914","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1056",,,0,0,0,0
1057,"2010-10-20",8,"GUINLE : PROYECTO DE LEY CREANDO UN JUZGADO FEDERAL EN LA CIUDAD DE RAWSON, PROVINCIA DEL CHUBUT .- S-1246/09-PL","/parlamentario/comisiones/verExp/1246.09/S/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1057",,,0,0,0,0
1058,"2010-09-29",1,"SANZ Y OTROS : PROYECTO DE LEY CREANDO EL SERVICIO CIVICO VOLUNTARIO (SVC) COMO PROGRAMA EDUCATIVO INTEGRAL, PARA CIUDADANOS COMPRENDIDOS ENTRE LOS 17 Y 26 AÑOS .- O.D. 851/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/851","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1058","/votaciones/detalleActa/1058",,33,31,2,6
1059,"2010-09-29",2,"Temas Varios Expedientes ( CD-50/10-PL, S-2710/10-PL, S-2805/10-PL, S-2992/10-PL, S-3207/10-PL","/parlamentario/comisiones/verExp/50.10/CD/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1059","/votaciones/detalleActa/1059",,67,1,0,4
1060,"2010-09-29",3,"ESCUDERO Y OTROS : PROYECTO DE LEY MODIFICANDO EL CODIGO PENAL Y EL CODIGO PROCESAL PENAL DE LA NACION, RESPECTO AL DELITO DE DESAPARICION FORZADA DE PERSONAS .- O.D. 791/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/791","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1060","/votaciones/detalleActa/1060",,68,0,0,4
1061,"2010-09-29",4,"Temas Varios Expedientes ( S-89/09-PL, S-1116/07-PL","/parlamentario/comisiones/verExp/89.09/S/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1061","/votaciones/detalleActa/1061",,64,0,0,8
1062,"2010-09-29",5,"MENSAJE N° ( 1198710 ) Y PROYECTO DE LEY POR EL CUAL SE RENUEVA LA AUTORIZACION DE SALIDA DE TERRITORIO NACIONAL DE MEDIOS Y PERSONAL DE LAS FUERZAS NACIONALES, PARA QUE CONTINUEN PARTICIPANDO EN LA MISION DE ESTABILIZACION DE LAS NACIONES UNIDAS ( MINUSTAH ). PE-136/10-PL","/parlamentario/comisiones/verExp/136.10/PE/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1062","/votaciones/detalleActa/1062",,116,4,2,22
1069,"2010-09-29",6,"Temas Varios Expedientes ( S-345/09-PL, S-748/09-PL, S-2399/09-PL, S-579/10-PL, S-937/10-PL, S-1024/10-PL, S-1286/10-PL, S-1684/10-PL, S-1694/10-PL, Art. TIT I -CAP I - Art. 1 A 3","/parlamentario/comisiones/verExp/345.09/S/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1069","/votaciones/detalleActa/1069",,59,0,0,13
1070,"2010-09-29",7,"Temas Varios Expedientes ( S-345/09-PL, S-748/09-PL, S-2399/09-PL, S-579/10-PL, S-937/10-PL, S-1024/10-PL, S-1286/10-PL, S-1684/10-PL, S-1694/10-PL, Art. TIT I, CAP II, Art. 4 y 5","/parlamentario/comisiones/verExp/345.09/S/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1070","/votaciones/detalleActa/1070",,59,0,0,13
1071,"2010-09-29",8,"Temas Varios Expedientes ( S-345/09-PL, S-748/09-PL, S-2399/09-PL, S-549/10-PL, S-937/10-PL, S-1024/10-PL, S-1286/10-PL, S-1684/10-PL, S-1694/10-PL, Art. desde el 6 y hasta el art. de forma","/parlamentario/comisiones/verExp/345.09/S/PL","EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1071","/votaciones/detalleActa/1071",,38,26,0,8
1072,"2010-09-29",9,"FILMUS Y OTROS : PROYECTO DE LEY DE PRESUPUESTO MINIMOS PARA LA PROTECCION DE LOS GLACIARES Y DEL AMBIENTE PERIGLACIAL .- S-2200/09-PL","/parlamentario/comisiones/verExp/2200.09/S/PL","EN GENERAL Y EN PARTICULAR","NEGATIVO","/votaciones/verActaVotacion/1072","/votaciones/detalleActa/1072",,33,35,1,3
1073,"2010-09-29",10,"FILMUS Y OTROS : PROYECTO DE LEY DE PRESUPUESTO MINIMOS PARA LA PROTECCION DE LOS GLACIARES Y DEL AMBIENTE PERIGLACIAL .- S-2200/09-PL","/parlamentario/comisiones/verExp/2200.09/S/PL","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1073","/votaciones/detalleActa/1073",,35,33,1,3
1063,"2010-09-08",1,"GUINLE : REPRODUCE EL PROYECTO DE LEY MODIFICANDO LA LEY 20744 ( CONTRATO DE TRABAJO ) RESPECTO DEL PROCEDIMIENTO DE APLICACION PARA ACCEDER AL BENEFICIO PREVISIONAL (REF.S- 1066/07) O.D. 738/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/738","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1063","/votaciones/detalleActa/1063",,55,0,1,16
1064,"2010-09-08",2,"GUINLE : REPRODUCE EL PROYECTO DE LEY MODIFICANDO LA LEY 20744 ( CONTRATO DE TRABAJO ) RESPECTO A LA EXTINCION DEL CONTRATO POR MUERTE DEL TRABAJADOR . ( REF.S.-1065/07).- O.D. 739/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/739","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1064","/votaciones/detalleActa/1064",,53,0,0,19
1065,"2010-09-08",3,"OSUNA : REPRODUCE EL PROYECTO DE LEY MODIFICANDO LA LEY 20744 ( CONTRATO DE TRABAJO ) RESPECTO DE LA LICENCIA POR ENFERMEDAD (REF. S- 622/08) O.D. 740/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/740","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1065","/votaciones/detalleActa/1065",,61,0,0,11
1066,"2010-09-08",4,"GIOJA : REPRODUCE EL PROYECTO DE LEY DECLARANDO BIEN DE INTERES ARQUEOLOGICO, HISTORICO Y CULTURAL DE LA NACION, AL SISTEMA DE INSTALACIONES Y TRAMOS DE CAMINO DE LA QUEBRADA DE CONCONTA, SAN JUAN (REF.S- 2736/08) O.D. 638/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/638","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1066","/votaciones/detalleActa/1066",,63,0,0,9
1067,"2010-09-08",5,"OSUNA : REPRODUCE EL PROYECTO DE LEY DECLARANDO MONUMENTO HISTORICO NACIONAL AL EDIFICIO DE LA FACULTAD DE INGENIERIA, EX SEDE CENTRAL DE LA FUNDACION EVA PERON UBICADA EN LA CIUDAD AUTONOMA DE BUENOS AIRES (REF., S-. 3831/08) O.D. 743/2010","/parlamentario/parlamentaria/ordenDelDiaResultadoLink/2010/743","EN GENERAL Y EN PARTICULAR","AFIRMATIVO","/votaciones/verActaVotacion/1067","/votaciones/detalleActa/1067",,62,0,1,9
1068,"2010-09-08",6,"Temas Varios Expedientes ( S-345/09-PL, S-748/09-PL, S-2399/09-PL, S-579/10-PL, S-937/10-PL, S-1024/10-PL, S-1286/10-PL, S-1694/10-PL","/parlamentario/comisiones/verExp/345.09/S/PL","EN GENERAL","AFIRMATIVO","/votaciones/verActaVotacion/1068","/votaciones/detalleActa/1068",,69,0,0,3
