"date","votingId","legislator","party","region","vote","photoUrl","videoUrl"
"2001-05-03 04:53:00",3356,"ABASTO, Angel Leonidas","Justicialista","Buenos Aires","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A2965.jpg",
"2001-05-03 04:53:00",3356,"ABELLA, Miguel Angel","Unión Cívica Radical","Córdoba","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3252.jpg",
"2001-05-03 04:53:00",3356,"ALARCIA, Martha Carmen","Justicialista","Córdoba","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3451.jpg",
"2001-05-03 04:53:00",3356,"ALARCON, María del Carmen","Justicialista","Santa Fe","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2096.jpg",
"2001-05-03 04:53:00",3356,"ALBRISI, César Alfredo","Acción por la República","Córdoba","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A1429.jpg",
"2001-05-03 04:53:00",3356,"ALCHOURON, Guillermo Eduardo","Acción por la República","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2515.jpg",
"2001-05-03 04:53:00",3356,"ALESANDRI, Carlos Tomas","Justicialista","Córdoba","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2092.jpg",
"2001-05-03 04:53:00",3356,"ALESSANDRO, Dario Pedro","FREPASO","Capital Federal","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A80.jpg",
"2001-05-03 04:53:00",3356,"ALLENDE IRIARTE, Alberto","Partido Demócrata por la Capital Federal","Capital Federal","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3786.jpg",
"2001-05-03 04:53:00",3356,"ALLENDE, Alfredo Estanislao","Unión Cívica Radical","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2889.jpg",
"2001-05-03 04:53:00",3356,"ARGUL, Marta del Carmen","FREPASO","Jujuy","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2950.jpg",
"2001-05-03 04:53:00",3356,"ARNALDI, Monica Susana","Justicialista","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A66.jpg",
"2001-05-03 04:53:00",3356,"ATANASOF, Alfredo Néstor","Justicialista","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A1795.jpg",
"2001-05-03 04:53:00",3356,"AYALA, Juan Carlos","Justicialista","Chaco","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A35.jpg",
"2001-05-03 04:53:00",3356,"BAGLINI, Raúl Eduardo","Unión Cívica Radical","Mendoza","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A4009.jpg",
"2001-05-03 04:53:00",3356,"BALADRON, Manuel Justo","Justicialista","La Pampa","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3059.jpg",
"2001-05-03 04:53:00",3356,"BALESTRA, René Helvecio","Unión Cívica Radical","Santa Fe","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A1792.jpg",
"2001-05-03 04:53:00",3356,"BALIAN, Alejandro","Unión Cívica Radical","Córdoba","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3240.jpg",
"2001-05-03 04:53:00",3356,"BALTER, Carlos Mario","Demócrata de Mendoza","Mendoza","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A21.jpg",
"2001-05-03 04:53:00",3356,"BARBAGELATA, María Elena","FREPASO","Capital Federal","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2599.jpg",
"2001-05-03 04:53:00",3356,"BAYLAC, Juan Pablo","Unión Cívica Radical","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2076.jpg",
"2001-05-03 04:53:00",3356,"BECERRA, Omar Enrique","Justicialista","Tierra del Fuego","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A121.jpg",
"2001-05-03 04:53:00",3356,"BEVACQUA, Adriana Norma","Justicialista","Entre Ríos","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3723.jpg",
"2001-05-03 04:53:00",3356,"BIGLIERI, María Emilia","Demócrata Progresista","Santa Fe","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A982.jpg",
"2001-05-03 04:53:00",3356,"BONACINA, Mario Hector","Movimiento Cívico y Social","Santiago del Estero","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A18.jpg",
"2001-05-03 04:53:00",3356,"BONINO, Miguel Angel","Unión Cívica Radical","San Luis","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3475.jpg",
"2001-05-03 04:53:00",3356,"BORDENAVE, Marcela Antonia","FREPASO","Buenos Aires","ABSTENCION","https://votaciones.hcdn.gob.ar/public/diputados/images/A1402.jpg",
"2001-05-03 04:53:00",3356,"BORRELLI, Osvaldo Martín","Partido Federal","Capital Federal","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3813.jpg",
"2001-05-03 04:53:00",3356,"BRANDONI, Adalberto Luis","Unión Cívica Radical","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A979.jpg",
"2001-05-03 04:53:00",3356,"BRAVO, Alfredo Pedro","A.R.I","Capital Federal","ABSTENCION","https://votaciones.hcdn.gob.ar/public/diputados/images/A87.jpg",
"2001-05-03 04:53:00",3356,"BRIOZZO, Alberto Nicolas","FREPASO","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A122.jpg",
"2001-05-03 04:53:00",3356,"BRITOS, Oraldo Norvel","Justicialista","San Luis","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A2073.jpg",
"2001-05-03 04:53:00",3356,"BUCCO, Jorge Luis","Justicialista","Córdoba","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A1785.jpg",
"2001-05-03 04:53:00",3356,"BUSSI, Ricardo Argentino","Fuerza Republicana","Tucumán","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3654.jpg",
"2001-05-03 04:53:00",3356,"BUSTI, Jorge Pedro","Justicialista","Entre Ríos","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3535.jpg",
"2001-05-03 04:53:00",3356,"CABALLERO MARTIN, Carlos Aurelio","Demócrata Progresista","Santa Fe","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A1397.jpg",
"2001-05-03 04:53:00",3356,"CAFIERO, Mario Alejandro","Justicialista","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A1396.jpg",
"2001-05-03 04:53:00",3356,"CALVO, Pedro Jorge Camilo","Unión Cívica Radical","Capital Federal","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2560.jpg",
"2001-05-03 04:53:00",3356,"CAMAÑO, Eduardo Oscar","Justicialista","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A31.jpg",
"2001-05-03 04:53:00",3356,"CAMAÑO, Graciela","Justicialista","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3457.jpg",
"2001-05-03 04:53:00",3356,"CAMBARERI, Fortunato Rafael","Unión Cívica Radical","Chubut","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A110.jpg",
"2001-05-03 04:53:00",3356,"CANTERO, Fernando Alfredo","A.R.I","Capital Federal","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3785.jpg",
"2001-05-03 04:53:00",3356,"CAPELLO, Mario Osvaldo","Unión Cívica Radical","San Juan","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3211.jpg",
"2001-05-03 04:53:00",3356,"CARDESA, Enrique Gustavo","Frente para el Cambio","Buenos Aires","ABSTENCION","https://votaciones.hcdn.gob.ar/public/diputados/images/A1778.jpg",
"2001-05-03 04:53:00",3356,"CARRIÓ, Elisa María Avelina","A.R.I","Chaco","ABSTENCION","https://votaciones.hcdn.gob.ar/public/diputados/images/A3815.jpg",
"2001-05-03 04:53:00",3356,"CASTELLANI, Carlos Alberto","U. Ce. De.","Santa Fe","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3452.jpg",
"2001-05-03 04:53:00",3356,"CASTRO, Alicia Amalia","Frente para el Cambio","Buenos Aires","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3436.jpg",
"2001-05-03 04:53:00",3356,"CAVALLERO, Hector José","Justicialista","Santa Fe","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2063.jpg",
"2001-05-03 04:53:00",3356,"CAVIGLIA, Franco Agustín","Acción por la República","Buenos Aires","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A51024.jpg",
"2001-05-03 04:53:00",3356,"CHAYA, María Lelia","Justicialista","Salta","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3765.jpg",
"2001-05-03 04:53:00",3356,"CHIACCHIO, Nora Alicia","Justicialista","Buenos Aires","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3170.jpg",
"2001-05-03 04:53:00",3356,"COLOMBI, Ricardo","Unión Cívica Radical","Corrientes","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3562.jpg",
"2001-05-03 04:53:00",3356,"COLOMBO, María Teresita del Valle","Frente Cívico y Social de Catamarca","Catamarca","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3801.jpg",
"2001-05-03 04:53:00",3356,"COLUCIGNO, Aurelia Alicia","Unión Cívica Radical","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2997.jpg",
"2001-05-03 04:53:00",3356,"CONCA, Julio Cesar","Bloquista de San Juan","San Juan","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2892.jpg",
"2001-05-03 04:53:00",3356,"CORCHUELO BLASCO, José Manuel","Justicialista","Chubut","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3790.jpg",
"2001-05-03 04:53:00",3356,"CORFIELD, Guillermo Eduardo","Unión Cívica Radical","Entre Ríos","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A68.jpg",
"2001-05-03 04:53:00",3356,"CORREA, Elsa Haydee","Justicialista","Mendoza","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3984.jpg",
"2001-05-03 04:53:00",3356,"CORTINAS, Ismael Ramón","Autonomista de Corrientes","Corrientes","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3239.jpg",
"2001-05-03 04:53:00",3356,"COUREL, Carlos Alberto","Unión Cívica Radical","Tucumán","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A1587.jpg",
"2001-05-03 04:53:00",3356,"CURLETTI, Miriam Belén","Unión Cívica Radical","Chaco","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2835.jpg",
"2001-05-03 04:53:00",3356,"D`ERRICO, María Rita Antonia","Justicialista","Buenos Aires","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A3795.jpg",
"2001-05-03 04:53:00",3356,"DAHER, Zulema Beatríz","Justicialista","Salta","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A3467.jpg",
"2001-05-03 04:53:00",3356,"DAS NEVES, Mario","Justicialista","Chubut","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A50818.jpg",
"2001-05-03 04:53:00",3356,"DE BARIAZARRA, Roberto Rodolfo","Unión Cívica Radical","Rio Negro","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A88.jpg",
"2001-05-03 04:53:00",3356,"DE SANCTIS, Guillermo Horacio","Justicialista","San Juan","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A79.jpg",
"2001-05-03 04:53:00",3356,"DI COLA, Eduardo Román","Justicialista","Córdoba","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A947.jpg",
"2001-05-03 04:53:00",3356,"DI LEO, Marta Isabel","Unión Cívica Radical","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A17.jpg",
"2001-05-03 04:53:00",3356,"DIAZ BANCALARI, José María","Justicialista","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A19.jpg",
"2001-05-03 04:53:00",3356,"DIAZ COLODRERO, Agustín","Frente Partido Nuevo","Corrientes","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A2942.jpg",
"2001-05-03 04:53:00",3356,"DIAZ COLODRERO, Luis María","Liberal de Corrientes","Corrientes","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A2576.jpg",
"2001-05-03 04:53:00",3356,"DRAGAN, Marcelo Luis","Acción por la República","Tierra del Fuego","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A76.jpg",
"2001-05-03 04:53:00",3356,"DRISALDI, María Rita","Justicialista","Santa Cruz","ABSTENCION","https://votaciones.hcdn.gob.ar/public/diputados/images/A3736.jpg",
"2001-05-03 04:53:00",3356,"DUMON, José Gabriel","Unión Cívica Radical","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A943.jpg",
"2001-05-03 04:53:00",3356,"ESCOBAR, Jorge Alberto","Justicialista","San Juan","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/A2044.jpg",
"2001-05-03 04:53:00",3356,"ESPINOLA, Barbara Ines","FREPASO","Buenos Aires","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/A858.jpg",
