"id","title","votingId"
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3414
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3413
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3412
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3411
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3410
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3409
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3408
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3407
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3406
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3405
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3404
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3403
"9-JGM-0","Presupuesto general de gastos y cálculo de recursos de la administración nacional para el ejercicio fiscal del año 2001.",3402
"121-PE-99","Régimen para combatir la evasión tributaria y previsional.",3400
"121-PE-99","Régimen para combatir la evasión tributaria y previsional.",3399
"121-PE-99","Régimen para combatir la evasión tributaria y previsional.",3398
"121-PE-99","Régimen para combatir la evasión tributaria y previsional.",3397
"114-PE-99","Declarar en emergencia la situación económico - financiera del estado nacional, la prestación de los servicios, y la ejecución de los contratos a cargo del sector público nacional definido en el artículo 8 de la ley 24156 (administración financiera y control de gestión del sector público).",3396
"121-PE-99","Régimen para combatir la evasión tributaria y previsional.",3395
"29-S-0","Exclusión del poder legislativo nacional de los alcances del decreto 430/2000 (reducción y ajuste salarial en el sector público nacional).",3394
"4-PE-0","Sustitución de: los artículos 1 (definición del carácter, el régimen jurídico y el funcionamiento del BCRA), 3 (objetivo primordial: asistencia a las pymes), el inciso a) del artículo 15 (normas para la gestión económica y financiera) y de los artículos 25 (restricciones para conceder créditos a la nación, provincias o municipalidades) y 29 (hipotecas a favor del banco de la nación argentina).",3391
"118-PE-99","Reforma laboral: modificaciones a las leyes 25013 (modificatoria de la ley de contrato de trabajo), 14250 (convenciones colectivas de trabajo) y 23546 (de negociaciones colectivas); derogación de la ley 16936 (prorroga por la ley 20638).",3389
"6210-D-99","Rechazar el diploma del diputado nacional electo por la provincia de Tucumán, Antonio domingo base y de su incorporación como miembro de la h cámara de diputados de la nación",3387
"73-PE-99","Comunicación del del decreto 1133/99, observación parcial del proyecto de ley registrado bajo el número 25174 de régimen para el fomento de la lucha antigranizo.",3384
"114-PE-99","Declarar en Emergencia la situación económico - financiera del estado Nacional, la prestación de los servicios, y la ejecución de los contratos a cargo del sector público Nacional definido en el Artículo 8 de la Ley 24.156 - Capítulo III - Artículos 4º y 5º con modificaciones",3383
"114-PE-99","Declarar en emergencia la situación económico - financiera del estado nacional, la prestación de los servicios, y la ejecución de los contratos a cargo del sector público nacional definido en el artículo 8 de la ley 24156 (administración financiera y control de gestión del sector público).",3382
"114-PE-99","Declarar en emergencia la situación económico - financiera del estado nacional, la prestación de los servicios, y la ejecución de los contratos a cargo del sector público nacional definido en el artículo 8 de la ley 24156 (administración financiera y control de gestión del sector público).",3381
"114-PE-99","Declarar en emergencia la situación económico - financiera del estado nacional, la prestación de los servicios, y la ejecución de los contratos a cargo del sector público nacional definido en el artículo 8 de la ley 24156 (administración financiera y control de gestión del sector público).",3380
"114-PE-99","Declarar en emergencia la situación económico - financiera del estado nacional, la prestación de los servicios, y la ejecución de los contratos a cargo del sector público nacional definido en el artículo 8 de la ley 24156 (administración financiera y control de gestión del sector público).",3379
"118-PE-1999","Reforma laboral: modificaciones a las leyes 25013 (modificatoria de la ley de contrato de trabajo), 14250 (convenciones colectivas de trabajo) y 23546 (de negociaciones colectivas); derogación de la ley 16936 (prorroga por la ley 20638).",3450
"4863-D-2001","Suspensión por 180 días hábiles de la ejecución de todas las sentencias y trámites procesales correspondientes a concursos preventivos, quiebras, obligaciones bancarias y todas las acciones judiciales y extrajudiciales de ejecución de las garantías reales de hipoteca, de prenda y de desalojo.",3377
"256-S-2001","Limitación de afectaciones sobre recursos tributarios coparticipables.",3376
"256-S-2001","Limitación de afectaciones sobre recursos tributarios coparticipables.",3375
"256-S-2001","Limitación de afectaciones sobre recursos tributarios coparticipables.",3374
"5697-D-2001","Derogación del artículo tercero de la ley 25413, de competitividad, sobre coparticipación de impuestos.",3373
"5697-D-2001","Derogación del artículo tercero de la ley 25413, de competitividad, sobre coparticipación de impuestos.",3372
"5697-D-2001","Derogación del artículo tercero de la ley 25413, de competitividad, sobre coparticipación de impuestos.",3371
"139-S-1","Decreto 804/2001 modificatorio de la ley 24065 de energía eléctrica.",3368
"4863-D-2001","Suspensión por 180 días hábiles de la ejecución de todas las sentencias y trámites procesales correspondientes a concursos preventivos, quiebras, obligaciones bancarias y todas las acciones judiciales y extrajudiciales de ejecución de las garantías reales de hipoteca, de prenda y de desalojo.",3367
"23-PE-2001","Modificación a la ley de impuesto al valor agregado, texto ordenado 1997 y sus modificaciones.",3366
"23-PE-2001","Modificación a la ley de impuesto al valor agregado, texto ordenado 1997 y sus modificaciones.",3365
