"date","votingId","legislator","party","region","vote","photoUrl","videoUrl"
"1993-06-23 21:26:00",3622,"ABDALA, Germán Darío","Mov. Peronista","Capital Federal","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/G13.jpg",
"1993-06-23 21:26:00",3622,"ACEÑOLAZA, Florencio G.","Justicialista","Tucumán","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/G14.jpg",
"1993-06-23 21:26:00",3622,"ACHEM, Antonio","Cruzada Renovadora","San Juan","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/G125.jpg",
"1993-06-23 21:26:00",3622,"ADAIME, Felipe Teófilo","Autonomista de Corrientes","Corrientes","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/G61.jpg",
"1993-06-23 21:26:00",3622,"AGUADO, Jorge Ruben","Unión Centro Democrático","Buenos Aires","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/G126.jpg",
"1993-06-23 21:26:00",3622,"AGUNDEZ, Jorge Alfreso","Unión Cívica Radical","San Luis","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/G62.jpg",
"1993-06-23 21:26:00",3622,"ALABI, Ernesto","Renovador de Salta","Salta","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/G63.jpg",
"1993-06-23 21:26:00",3622,"ALBAMONTE, Alberto Gustavo","Unión Centro Democrático","Buenos Aires","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/G127.jpg",
"1993-06-23 21:26:00",3622,"ALBERTI, Juan Carlos","Unión Cívica Radical","Buenos Aires","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/G64.jpg",
"1993-06-23 21:26:00",3622,"ALCALA, Nestor Ricardo","Justicialista","La Pampa","AFIRMATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/G15.jpg",
"1993-06-23 21:26:00",3622,"ALENDE, Oscar Eduardo","Partido Intransigente","Buenos Aires","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/G65.jpg",
"1993-06-23 21:26:00",3622,"ALGABA, Ernesto Pedro","Unión Cívica Radical","Santa Fe","NEGATIVO","https://votaciones.hcdn.gob.ar/public/diputados/images/G66.jpg",
"1993-06-23 21:26:00",3622,"ALSOGARAY, Albaro Carlos","Unión Centro Democrático","Capital Federal","ABSTENCION","https://votaciones.hcdn.gob.ar/public/diputados/images/G59.jpg",
"1993-06-23 21:26:00",3622,"ALVAREZ ECHAGUE, Raul A.","Justicialista","Buenos Aires","AUSENTE","https://votaciones.hcdn.gob.ar/public/diputados/images/G130.jpg",
