id,votacion_id,original_id,itul
1734,1734,"1982-D-2010","MODIFICACION DEL ARTICULO 210 DE LEY 20744 (TEXTO ORDENADO 1976) - LEY DE CONTRATO DE TRABAJO, SOBRE ELECCION DEL MEDICO, CONTROL Y CASO DE DISCREPANCIA."
1735,1735,"1645-D-2009","PROCEDIMIENTO LABORAL, LEY 18345; MODIFICACIONES SOBRE LOS OFICIOS Y EXHORTOS LABORALES; ANTICIPACION TELEGRAFICO O POR CORREO ELECTRONICO."
1736,1736,"1958-D-2010","MODIFICACION DEL ARTICULO 84 (SOBRE PLAZO PARA LA REITERACION DE LOS OFICIOS NO CONTESTADOS) DE LA LEY 18345 (DE ORGANIZACION Y PROCEDIMIENTO DE LA JUSTICIA NACIONAL DEL TRABAJO)."
1737,1737,"576-D-2011","PRESTACIONES BASICAS DE HABILITACION Y REHABILITACION INTEGRAL A FAVOR DE LAS PERSONAS CON DISCAPACIDAD - LEY 24901; MODIFICACIONES, SOBRE COBERTURA TOTAL POR LAS OBRAS SOCIALES Y AGENTES DE SALUD."
1738,1738,"926-D-2011","REGIMEN PENITENCIARIO FEDERAL - LEY 24660: MODIFICACIONES SOBRE REINCIDENCIA Y REINSERCION AL MEDIO SOCIAL DE LAS PERSONAS CONDENADAS POR DELITOS CONTRA LA INTEGRIDAD SEXUAL; INCORPORACION DEL ARTICULO 56 TER; MODIFICACION DE LOS ARTICULOS 17, 19, 27, 28, 33, 45, 54, 166 Y 185."
1739,1739,"78-S-2011","DECLARAR ZONA DE DESASTRE Y EMERGENCIA ECONOMICA, SOCIAL Y PRODUCTIVA POR 180 DIAS, A DIVERSOS DEPARTAMENTOS DE LAS PROVINCIAS DE RIO NEGRO Y NEUQUEN AFECTADOS POR LA ERUPCION DEL COMPLEJO VOLCANICO PUYEHUE - CORDON CAULLE, EN LA REPUBLICA DE CHILE."
1740,1740,"79-S-2011","EMERGENCIA OVINA POR CATASTROFES NATURALES. EL PODER EJECUTIVO NACIONAL CONDONARA EL CAPITAL Y LOS INTERESES DE AQUELLO CREDITOS OTORGADOS A PEQUEÑOS Y MEDIANOS PRODUCTORES OVINOS DE LA REGION PATAGONICA, EN EL MARCO DE LA LEY 25422 (PRORROGADA POR LEY 26680), AFECTADOS POR LA SEQUIA Y LA PRECIPITACION DE CENIZAS VOLCANICAS."
1741,1741,"65-S-2011","CREACION  DEL PLAN NACIONAL DE DESARROLLO SUSTENTABLE Y FOMENTO DE CULTIVOS ANDINOS."
1742,1742,"755-D-2010","CANCELACION DE OBLIGACIONES A FAVOR DE LOS EX TRABAJADORES DE ALTOS HORNOS ZAPLA."
1743,1743,"2414-D-2010","REGIMEN PARA LA PROMOCION DE PUEBLOS RURALES TURISTICOS."
1744,1744,"3567-D-2010","CREACION DE LA COMISION BICAMERAL DEL BICENTENARIO DEL EXODO JUJEÑO DEL AÑO 1812 - 2012,  EN EL AMBITO DEL H. CONGRESO DE LA NACION."
1745,1745,"1899-D-2010","PLAN DE DESARROLLO Y EMERGENCIA DEL SECTOR DE OLIVICULTORES TRADICIONALES: CREACION."
1746,1746,"4-PE-2010","BENEFICIO EXTRAORDINARIO A LAS VICTIMAS DEL ATENTADO TERRORISTA CONTRA LA SEDE DE LA EMBAJADA DEL ESTADO DE ISRAEL, OCURRIDO EL DIA 17 DE MARZO DE 1992."
1747,1747,"846-D-2011","REGIMEN DE PROMOCION DE LA INDUSTRIA DEL SOFTWARE Y SERVICIOS INFORMATICOS - LEY 25922 : MODIFICACIONES, SOBRE ESTIMULO A LA PROMOCION DE LAS EXPORTACIONES."
1748,1748,"846-D-2011","REGIMEN DE PROMOCION DE LA INDUSTRIA DEL SOFTWARE Y SERVICIOS INFORMATICOS - LEY 25922 : MODIFICACIONES, SOBRE ESTIMULO A LA PROMOCION DE LAS EXPORTACIONES."
1749,1749,"72-S-2010","MODIFICACION DE LA LEY 23344 -ANTITABAQUISMO -, ACERCA DE INCLUIR IMAGENES Y LEYENDAS DISUASORIAS EN LOS PAQUETES EN QUE SE COMERCIALICEN TABACOS, CIGARRILLOS Y DERIVADOS."
1750,1750,"15-PE-2010","DELITO DE LAVADO DE ACTIVOS, REFORMA DEL TIPO PENAL PREVISTO EN EL CODIGO PENAL Y EN LA LEY 25246, SOBRE PREVENCION Y REPRESION DE LA LEGITIMACION DE ACTIVOS PROVENIENTES DE ILICITOS; MODIFICACION DEL INCISO 1 DEL ARTICULO 278 DEL CODIGO PENAL Y SUSTITUCION DE LOS ARTICULOS 6, 14, 20 Y 30 (UNIDAD DE INFORMACION FINANCIERA) E INCORPORACION DE LOS ARTICULOS 14 BIS, 31, 32 Y 33 DE LA LEY."
1751,1751,"2703-D-2008","MARCO REGULATORIO DE MEDICINA PREPAGA: COBERTURA DEL PLAN MEDICO OBLIGATORIO (PMO), EXCLUSIONES, CREACION DE UNA COMISION PERMANENTE ENTRE LA SUPERINTENDENCIA DE SERVICIOS DE SALUD Y EL MINISTERIO DE ECONOMIA Y PRODUCCION."
1752,1752,"5566-D-2010","MODIFICACION DE LA LEY 25212 DE PACTO FEDERAL DEL TRABAJO, SOBRE SANCIONES ANTE EL INCUMPLIMIENTO DE NORMAS LABORALES."
1753,1753,"6962-D-2010","RATIFICACION DEL CONVENIO 155 DE LA ORGANIZACION INTERNACIONAL DEL TRABAJO, RELATIVO A LA SEGURIDAD Y SALUD DE LOS TRABAJADORES, ADOPTADO EL 22 DE JUNIO DE 1981 Y PROTOCOLO DE 2002 RELATIVO AL CONVENIO SOBRE EL MISMO TEMA, ADOPTADO EL 20 DE JUNIO DE 2002 EN GINEBRA, CONFEDERACION SUIZA."
1754,1754,"6963-D-2010","RATIFICACION DEL CONVENIO 187 DE LA ORGANIZACION INTERNACIONAL DEL TRABAJO, RELATIVO AL MARCO PROMOCIONAL PARA LA SEGURIDAD Y SALUD EN EL TRABAJO, ADOPTADO EL 15 DE JUNIO DE 2006 EN GINEBRA, CONFEDERACION SUIZA."
1755,1755,"97-S-2009","PRORROGA POR DIEZ (10) AÑOS LA OBLIGACION CONTEMPLADA EN EL ARTICULO 16 DE LA LEY 25422, PARA LA RECUPERACION DE LA GANADERIA OVINA DE INCLUIR EN EL PRESUPUESTO DE LA ADMINISTRACION NACIONAL, UN MONTO ANUAL A INTEGRAR EN EL FRAO (FONDO DE RECUPERACION DE LA GANADERIA OVINA); ELEVACION DEL MONTO A INTEGRAR: MODIFICACION DE LOS ARTICULOS 6 Y 17 DE LA MENCIONADA LEY."
1756,1756,"82-S-2010","MODIFICACIONES AL CODIGO PENAL Y AL CODIGO PROCESAL PENAL: TIPIFICACION DEL DELITO DE DESAPARICION FORZADA DE PERSONAS."
1757,1757,"20-S-2010","BENEFICIO EXTRAORDINARIO A LAS VICTIMAS DEL ATENTADO TERRORISTA CONTRA LA SEDE DE LA EMBAJADA DEL ESTADO DE ISRAEL, OCURRIDO EL DIA 17 DE MARZO DE 1992."
1758,1758,"2405-D-2009","CODIGO PENAL, MODIFICACION DE LA PRESCRIPCION DE LOS DELITOS PREVISTOS EN LOS ARTICULOS 119, 120 Y 130, CUANDO LA VICTIMA FUERE MENOR DE EDAD."
1759,1759,"7210-D-2010","PEDIDO DE INFORMES AL PODER EJECUTIVO  SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA MODIFICACION DE LAS PARTIDAS PRESUPUESTARIAS CONTENIDAS EN LA RESOLUCION ADMINISTRATIVA NUMERO 658/2010 Y OTRAS CUESTIONES CONEXAS."
1760,1760,"2-PE-2010","MODIFICACION DE LA LEY 24522, DE CONCURSOS Y QUIEBRAS, EN LO REFERENTE A LA PARTICIPACION ACTIVA DE LOS TRABAJADORES Y FAVORECER LA CONTINUIDAD DE LA EXPLOTACION DE LAS EMPRESAS EN SITUACIONES DE CRISIS POR LOS TRABAJADORES DE LAS MISMAS QUE SE ORGANICEN EN COOPERATIVAS."
1761,1761,"53-S-2002","MODIFICACIONES A LA LEY 23966, DE IMPUESTO SOBRE LOS COMBUSTIBLES LIQUIDOS Y EL GAS NATURAL."
1762,1762,"3435-D-2010","AUTORIDAD MATANZA - RIACHUELO : CREACION - LEY 26168 -. MODIFICACIONES DEL ARTICULO 5, SOBRE FACULTAD DE CONSTITUIRSE COMO PARTE QUERELLANTE EN PROCESOS RELACIONADOS CON DELITOS AMBIENTALES EN LA CUENCA."
1763,1763,"96-S-2009","SUSTITUCION DEL INCISO A) DEL ARTICULO 14 DE LA LEY 25467 SOBRE CREACION DEL CONSEJO INTERINSTITUCIONAL DE CIENCIA Y TECNOLOGIA (CICYT), INCORPORANDO AL INSTITUTO NACIONAL DE VITIVINICULTURA."
1764,1764,"367-D-2010","RECONOCIMIENTO DE FERIADOS A LAS COMUNIDADES INDIGENAS; CREACION DEL REGISTRO DE FERIADOS DE PUEBLOS ORIGINARIOS EN EL AMBITO DEL INSTITUTO NACIONAL DE ASUNTOS INDIGENAS - INAI."
1765,1765,"3458-D-2010","REGIMEN DE PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTALES  DE LA CALIDAD ACUSTICA."
1766,1766,"66-S-2010","AUTORIZAR LA ENTRADA DE TROPAS EXTRANJERAS AL TERRITORIO NACIONAL Y LA SALIDA FUERA DE EL DE FUERZAS NACIONALES, PARA QUE PARTICIPEN DEL PROGRAMA DE EJERCITACIONES COMBINADAS DESDE EL 1 DE SEPTIEMBRE DE 2010 AL 31 DE AGOSTO DE 2011."
1767,1767,"66-S-2010","AUTORIZAR LA ENTRADA DE TROPAS EXTRANJERAS AL TERRITORIO NACIONAL Y LA SALIDA FUERA DE EL DE FUERZAS NACIONALES, PARA QUE PARTICIPEN DEL PROGRAMA DE EJERCITACIONES COMBINADAS DESDE EL 1 DE SEPTIEMBRE DE 2010 AL 31 DE AGOSTO DE 2011."
1768,1768,"66-S-2010","AUTORIZAR LA ENTRADA DE TROPAS EXTRANJERAS AL TERRITORIO NACIONAL Y LA SALIDA FUERA DE EL DE FUERZAS NACIONALES, PARA QUE PARTICIPEN DEL PROGRAMA DE EJERCITACIONES COMBINADAS DESDE EL 1 DE SEPTIEMBRE DE 2010 AL 31 DE AGOSTO DE 2011."
1769,1769,"1019-D-2010","LEY DE COMUNICACION ELECTRONICA."
1770,1770,"4566-D-2010","CONTRATO DE TRABAJO, LEY 20744; MODIFICACION DEL ARTICULO SIN NUMERO INCORPORADO POR LEY 24576, SOBRE CERTIFICADO DE TRABAJO, INCORPORACION DE CURSOS Y ACCIONES DE CAPACITACION REALIZADOS POR EL TRABAJADOR."
1771,1771,"6064-D-2010","EJECUCION DE LA PENA PRIVATIVA DE LA LIBERTAD, LEY 24660: MODIFICACIONES, SOBRE EDUCACION Y ESTIMULO EN ESTABLECIMIENTOS PENITENCIARIOS."
1772,1772,"13-S-2010","APROBACION DEL ACUERDO MARCO DE COMERCIO ENTRE EL MERCOSUR Y EL ESTADO DE ISRAEL, CONCLUIDO EN MONTEVIDEO, REPUBLICA ORIENTAL DEL URUGUAY, EL 8 DE DICIEMBRE DE 2005 Y DEL TRATADO DE LIBRE COMERCIO ENTRE EL MERCOSUR Y EL ESTADO DE ISRAEL, SUSCRIPTO EN MONTEVIDEO, REPUBLICA ORIENTAL DEL URUGUAY, EL 18 DE DICIEMBRE DE 2007."
1773,1773,"1-PE-2010","REGIMEN ESPECIAL DE CONTRATO DE TRABAJO PARA EL PERSONAL DE CASAS PARTICULARES; DEROGACION DEL DECRETO-LEY 326/1956 Y SUS MODIFICATORIOS, Y DE LOS DECRETOS 7979/56 Y MODIFICATORIOS Y DECRETO 14785/57."
1774,1774,"516-D-2011","TRANSFERENCIA A LA PROVINCIA DE BUENOS AIRES, LOS INMUEBLES PROPIEDAD DEL ESTADO NACIONAL UBICADOS EN LA ESTACION FERROVIARIA MAR DEL PLATA CARGAS DEL RAMAL DE LA EX LINEA ROCA, DE LA CIUDAD DE MAR DEL PLATA, PARTIDO GENERAL PUEYRREDON, PROVINCIA DE BUENOS AIRES (REPRODUCCION DEL EXPEDIENTE 0016-PE-09)."
1792,1792,"2178-D-2010","DECLARAR 'SEMANA DE LA SEGURIDAD SOCIAL'  A LA ULTIMA SEMANA DEL MES DE ABRIL EN HONOR AL 27 DE ABRIL DE 1955, DIA EN QUE ENTRO  EN VIGENCIA EL CONVENIO 102 DE LA ORGANIZACION INTERNACIONAL DEL TRABAJO (OIT)."
1793,1793,"1067-D-2010","TRANSFERENCIA A TITULO GRATUITO DE UN INMUEBLE PROPIEDAD DEL ESTADO NACIONAL A LA PROVINCIA DE ENTRE RIOS PARA EL FUNCIONAMIENTO DEL CENTRO RECREATIVO Y EDUCATIVO DE INTEGRACION 'MARIA ISABEL ORCOYEN' (REPRODUCCION DEL EXPEDIENTE 1363-D-08)."
1794,1794,"37-S-2008","APROBACION DEL TRATADO DE ASISTENCIA JUDICIAL RECIPROCA EN MATERIA CIVIL Y COMERCIAL CON LA REPUBLICA TUNECINA, SUSCRIPTO EN BUENOS AIRES EL 16 DE MARZO DE 2006."
1795,1795,"26-S-2010","APROBACION DEL TRATADO CONSTITUTIVO DE LA CONFERENCIA DE MINISTROS DE JUSTICIA DE LOS PAISES IBEROAMERICANOS, SUSCRIPTO EN MADRID, REINO DE ESPAÑA, EL 7 DE OCTUBRE DE 1992 ."
1796,1796,"21-S-2010","APROBACION DEL CONVENIO SOBRE EL TRABAJO EN EL SECTOR PESQUERO, CONVENIO 188, ADOPTADO POR LA 96 REUNION DE LA CONFERENCIA GENERAL DE LA ORGANIZACION INTERNACIONAL DEL TRABAJO EN GINEBRA, CONFEDERACION SUIZA, EL 15 DE JUNIO DE 2007."
1797,1797,"3459-D-2010","CREACION DEL SISTEMA DE PRACTICAS EDUCATIVAS EN AMBITOS LABORALES EN EL MARCO DE LA LEYES 26206, 26075 Y 26058"
1798,1798,"6114-D-2010","DESIGNAR AL TRAYECTO DE LA RUTA NACIONAL 22, TRAMO: RIOS COLORADO - NEUQUEN QUE ATRAVIESA LA PROVINCIA DE RIO NEGRO CON EL NOMBRE DE CEFERINO NAMUNCURA (REPRODUCCION DEL EXPEDIENTE 4189-D-08)."
1799,1799,"2868-D-2010","MODIFICACION DEL ARTICULO 275 DE LA LEY 20744 (TO 1976), DE CONTRATO DE TRABAJO; SOBRE CALIFICACION DE CONDUCTA TEMERARIA Y MALICIOSA EN CASO DE INCUMPLIMIENTO DE ACUERDOS HOMOLOGADOS."
1800,1800,"755-D-2010","CANCELACION DE OBLIGACIONES A FAVOR DE LOS EX TRABAJADORES DE ALTOS HORNOS ZAPLA."
1775,1775,"27-S-2010","APROBACION DEL ACUERDO CON EL GOBIERNO DE RUMANIA PARA MODIFICAR EL ACUERDO DE COOPERACION ECONOMICA Y COMERCIAL CON EL GOBIERNO DE RUMANIA, SUSCRIPTO EL 27 DE NOVIEMBRE DE 1990, FIRMADO EN BUCAREST, RUMANIA, EL 22 DE JUNIO DE 2009."
1776,1776,"4222-D-2010","RESOLUCIONES EMITIDAS POR EL MINISTERIO DE DEFENSA DE LA NACION. REMISION EN FORMA INMEDIATA A LAS COMISIONES DE DEFENSA NACIONAL DE LAS CAMARAS DE SENADORES Y DIPUTADOS."
1777,1777,"4427-D-2010","EJECUCION DE LA PENA PRIVATIVA DE LA LIBERTAD (LEY 24660); MODIFICACION DEL ARTICULO 121 (DERECHOS LABORALES DE LAS PERSONAS PRIVADAS DE LIBERTAD, PECULIO, REMUNERACION DEL TRABAJO DEL INTERNO), DEROGACION DEL INCISO C) SOBRE COSTEAR LOS GASTOS QUE CAUSARE EN EL ESTABLECIMIENTO."
1778,1778,"25-S-2010","APROBACION DEL PROTOCOLO POR EL QUE SE ENMIENDA EL ACUERDO SOBRE LOS ADPIC, ADOPTADO EN GINEBRA, CONFEDERACION SUIZA, EL 6 DE DICIEMBRE DE 2005."
1779,1779,"28-S-2010","PROTOCOLO DEL PACTO INTERNACIONAL DE DERECHOS ECONOMICOS, SOCIALES Y CULTURALES, ADOPTADO POR LA ASAMBLEA GENERAL DE LAS NACIONES UNIDAS, EN NUEVA YORK, ESTADOS UNIDOS DE AMERICA, EL 10 DE DICIEMBRE DE 2008: APROBACION."
1780,1780,"1865-D-2010","REGIMEN DE JUBILACION ANTICIPADA POR DESEMPLEO."
1781,1781,"5173-D-2009","DECLARAR DE INTERES NACIONAL LA INVESTIGACION, PRODUCCION Y DISTRIBUCION PUBLICA DE MEDICAMENTOS, VACUNAS Y PRODUCTOS MEDICOS. CREACION DEL PROGRAMA NACIONAL DE INVESTIGACION, PRODUCCION Y DISTRIBUCION PUBLICA DE MEDICAMENTOS, VACUNAS Y PRODUCTOS MEDICOS. CREACION DEL PROGRAMA NACIONAL DE INVESTIGACION, PRODUCCION Y DISTRIBUCION PUBLICA DE MEDICAMENTOS, VACUNAS Y PRODUCTOS MEDICOS, EN EL AMBITO DEL MINISTERIO DE SALUD."
1782,1782,"1169-D-2010","CREACION DEL PROGRAMA NACIONAL DE PRODUCCION PUBLICA ESTATAL DE VACUNAS, SUEROS, REACTIVOS Y MEDICAMENTOS (REPRODUCCION DEL EXPEDIENTE 0993-D-08)."
1783,1783,"236-S-2009","APROBACION DE LA ENMIENDA AL CONVENIO DE BASILEA SOBRE EL CONTROL DE LOS MOVIMIENTOS TRANSFRONTERIZOS DE LOS DESECHOS PELIGROSOS Y SU ELIMINACION, ADOPTADA POR LA TERCERA REUNION DE LA CONFERENCIA DE LAS PARTES EN GINEBRA, CONFEDERACION SUIZA,  EL 22 DE SEPTIEMBRE DE 1995."
1784,1784,"41-S-2010","INSTITUIR EL 29 DE MAYO COMO DIA NACIONAL DEL FOLKLORISTA, EN MEMORIA DEL NATALICIO DE DON ANDRES CHAZARRETA."
1785,1785,"984-D-2010","DECLARAR EL 18 DE OCTUBRE DE CADA AÑO COMO EL DIA NACIONAL DEL PROFESOR DE TENIS."
1786,1786,"2504-D-2010","'CAPITAL NACIONAL DE LA PORCELANA'. SE DECLARA COMO TAL A LA CIUDAD DE CAPITAN BERMUDEZ, PROVINCIA DE SANTA FE."
1787,1787,"2574-D-2010","DECLARAR COMO 'DIA NACIONAL DE LA LIBERTAD RELIGIOSA Y DE CONCIENCIA' EL 25 DE NOVIEMBRE DE CADA AÑO."
1788,1788,"243-S-2009","INSTITUIR EL 26 DE JULIO DE CADA AÑO, COMO DIA NACIONAL DEL MILITANTE SOCIAL."
1789,1789,"711-D-2010","DIA MUNDIAL PARA LA LUCHA CONTRA EL CANCER INFANTIL. INSTITUIRLO EL 15 DE FEBRERO DE CADA AÑO."
1790,1790,"1029-D-2010","DECLARAR EL 19 DE OCTUBRE DE CADA AÑO COMO 'DIA NACIONAL DE PREVENCION CONTRA EL CANCER DE MAMA'."
1791,1791,"1761-D-2010","TRASPLANTE DE ORGANOS Y MATERIALES ANATOMICOS - LEY 24193; MODIFICACION DEL ARTICULO 16, SOBRE GASTOS DEL DONANTE."
1801,1801,"147-S-2007","APROBACION DEL ACUERDO DE SERVICIOS AEREOS ENTRE EL GOBIERNO DE LA REPUBLICA ARGENTINA Y EL GOBIERNO DE LA REPUBLICA DE ECUADOR, SUSCRIPTO EN BUENOS AIRES EL 28 DE SEPTIEMBRE DE 2006."
1802,1802,"128-S-2011","MODIFICACIONES A LA LEY 26364, DE PREVENCION Y SANCION DE LA TRATA DE PERSONAS Y ASISTENCIA A SUS VICTIMAS: MODIFICACION DEL ARTICULO 2 (DEFINICION DE TRATA DE PERSONAS); DEROGACION DEL ARTICULO 3 (TRATA DE MENORES DE 18 AÑOS)."
1803,1803,"183-S-2012","RENOVACION DE LA AUTORIZACION DE SALIDA DEL TERRITORIO NACIONAL DE MEDIOS Y PERSONAL DE FUERZAS NACIONALES PARA QUE CONTINUEN PARTICIPANDO EN LA MISION DE ESTABILIZACION DE LAS NACIONES UNIDAS EN HAITI (MINUSTAH) A PARTIR DEL 1 DE JULIO DE 2012."
1804,1804,"247-D-2012","LEY DE SANGRE - LEY 22990: MODIFICACION DEL ARTICULO 45 SOBRE EXIGENCIAS QUE DEBE CUMPLIR EL DONANTE Y EL CUESTIONARIO REALIZADO (REPRODUCCION DEL EXPEDIENTE 6329-D-10)."
1805,1805,"126-S-2012","APROBACION DE LAS CUENTAS DE INVERSION PRESENTADAS POR EL PODER EJECUTIVO, CORRESPONDIENTES A LOS EJERCICIOS 2005 (0467-OV-05, 0530-OV-05, 0563-OV-05, 0004-JGM-06, 0556-OV-06, 0229-OV-07, 0371-OV-07 Y 0438-OV-07) Y 2006 (0005-JGM-05, 0051-OV-08, 0097-OV-08 Y 0215-OV-08), SIN PERJUICIO DE LA INICIACION NI PROSECUCION DE LOS PROCEDIMIENTOS DIRIGIDOS A LA EFECTIVIZACION DE LAS RESPONSABILIDADES QUE EMERJAN DE LOS HECHOS Y ACTOS REALIZADOS POR LOS FUNCIONARIOS PUBLICOS DURANTE EL PERIODO COMPRENDIDO EN LAS CUENTAS DE INVERSION QUE SE APRUEBAN EN LA PRESENTE, NI AL CUMPLIMIENTO DE LAS DECISIONES QUE DE LAS MISMAS SE ORIGINEN."
1806,1806,"2005-D-2011","TRANSFERENCIA A TITULO GRATUITO DE UN INMUEBLE PROPIEDAD DEL ESTADO NACIONAL - EX EMPRESA 'GAS DEL ESTADO SOCIEDAD DEL ESTADO' - A LA 'FUNDACION HOSPITAL DE PEDIATRIA PROFESOR DOCTOR JUAN P. GARRAHAN' UBICADO EN LA CIUDAD AUTONOMA DE BUENOS AIRES."
1807,1807,"124-S-2012","CREACION DE UN JUZGADO FEDERAL DE PRIMERA INSTANCIA CON ASIENTO EN LA CIUDAD DE VENADO TUERTO, PROVINCIA DE SANTA FE (REPRODUCCION DEL EXPEDIENTE 1665-S-10)."
1808,1808,"3561-D-2012","CREACION DE UN JUZGADO FEDERAL DE PRIMERA INSTANCIA, DOS SECRETARIAS, UNA FISCALIA Y UNA DEFENSORIA PUBLICA OFICIAL, CON ASIENTO EN LA CIUDAD DE VENADO TUERTO, PROVINCIA DE SANTA FE."
1809,1809,"127-S-2012","APROBACION DEL ACUERDO CON EL GOBIERNO DE LA REPUBLICA DE LA INDIA PARA EL INTERCAMBIO DE INFORMACION Y LA ASISTENCIA EN EL COBRO DE IMPUESTOS CELEBRADO EN BUENOS AIRES EL 21 DE NOVIEMBRE DE 2011."
1810,1810,"4929-D-2012","DECLARAR CAPITAL NACIONAL DE LA BASCULA A LA CIUDAD DE CASILDA, PROVINCIA DE SANTA FE."
1811,1811,"103-S-2011","APROBACION DEL CONVENIO DE SEDE CON LA ORGANIZACION IBEROAMERICANA  DE JUVENTUD, SUSCRIPTO EN BUENOS AIRES EL 26 DE AGOSTO DE 2009."
1812,1812,"1964-D-2011","TRANSFERENCIA A TITULO GRATUITO UN INMUEBLE PROPIEDAD DEL ESTADO NACIONAL A LA CIUDAD CAPITAL DE LA PROVINCIA DE SANTIAGO DEL ESTERO, PARA LA REGULARIZACION CATASTRAL DEL BARRIO 'ISLAS MALVINAS' (REPRODUCCION DEL EXPEDIENTE 4671-D-09)."
1813,1813,"5219-D-2011","BENEMERITO DE LA AERONAUTICA ARGENTINA (LEY 18559 Y MODIFICATORIAS): SE INCORPORA DENTRO DE LAS PREVISIONES LEGALES AL SEÑOR AUGUSTO ULDERICO CICARE."
1814,1814,"2676-D-2012","REGIMEN REPARATORIO PARA EX PRESOS POLITICOS DE LA REPUBLICA ARGENTINA."
1815,1815,"956-D-2011","CREACION DEL SISTEMA NACIONAL DE PREVENCION DE LA TORTURA Y OTROS TRATOS O PENAS CRUELES, INHUMANOS O DEGRADANTES."
1816,1816,"7754-D-2012","DECLARAR AL MATE COMO INFUSION NACIONAL."
1817,1817,"6310-D-2012","INSTITUYESE EL DIA 8 DE NOVIEMBRE COMO 'DIA NACIONAL DE  LOS/AS AFROARGENTINOS/AS Y DE LA CULTURA AFRO' EN CONMEMORACION DE MARIA REMEDIOS DEL VALLE, A QUIEN EL GENERAL MANUEL BELGRANO LE CONFIRIO EL GRADO DE CAPITANA POR SU ARROJO Y VALOR EN EL CAMPO DE BATALLA."
1818,1818,"6-S-2012","INCORPORACION AL ORDENAMIENTO JURIDICO NACIONAL LA DECISION DEL CONSEJO DEL MERCADO COMUN DEL MERCOSUR NUMERO 63/10; SOBRE CREACION DEL ALTO REPRESENTANTE GENERAL DEL MERCOSUR COMO ORGANO DEL CONSEJO DEL MERCADO COMUN (CMC)."
1819,1819,"3557-D-2012","AUTOMOTORES FABRICADOS ARTESANALMENTE O EN BAJAS SERIES PARA USO PARTICULAR: REGULACION PARA LA PRODUCCION Y CIRCULACION EN LA VIA PUBLICA."
1820,1820,"2971-D-2011","REGULACION DE LA VENTA DE TELEFONIA CELULAR MOVIL (LEY 25891): MODIFICACION DEL ARTICULO 6, SOBRE VENCIMIENTO DE MINUTOS ACTIVADOS."
1821,1821,"6026-D-2012","SERVICIOS DE COMUNICACIONES MOVILES - LEY 25891: INCORPORACION DEL ARTICULO 6 BIS, SOBRE VENCIMIENTO DE LOS MINUTOS ACREDITADOS."
1822,1822,"5912-D-2012","PUENTE CARRETERO UBICADO EN LA RUTA NACIONAL 40 SOBRE EL RIO NEUQUEN, LOCALIDAD DE CHOS MALAL, PROVINCIA DEL NEUQUEN: SE LO DENOMINA 'CLEMENTE ORDOÑEZ'."
1823,1823,"5796-D-2012","DECLARAR COMO 'CAPITAL NACIONAL DEL KAYAK' A LA LOCALIDAD DE ALUMINE, PROVINCIA DEL NEUQUEN."
1824,1824,"3740-D-2011","CONSEJO FEDERAL DE ADULTOS MAYORES: CREACION."
1825,1825,"3105-D-2011","FORO FEDERAL DE LEGISLADORES COMUNALES DE LA REPUBLICA ARGENTINA: CREACION."
1826,1826,"996-D-2011","MODIFICACION DEL ARTICULO 210 DE LEY 20744 (TEXTO ORDENADO 1976 Y MODIFICACIONES) - LEY DE CONTRATO DE TRABAJO, SOBRE ELECCION DEL MEDICO, CONTROL Y CASO DE DISCREPANCIA."
1827,1827,"1009-D-2011","CONTRATO DE TRABAJO - LEY 20744 -. MODIFICACION DEL ARTICULO 18, SOBRE COMPUTO DEL TIEMPO DE SERVICIO."
1828,1828,"60-D-2012","CONTRATO DE TRABAJO - LEY 20744: MODIFICACION DEL ARTICULO 17, SOBRE PROHIBICION DE HACER DISCRIMINACIONES, EFECTOS."
1829,1829,"2738-D-2012","REGIMIENTO DE INFANTERIA DE MONTE NUMERO 29 CORONEL IGNACIO WARNES, PROVINCIA DE FORMOSA; SE OTORGA POR UNICA VEZ UN BENEFICIO EXTRAORDINARIO A QUIENES FALLECIERON EN EL ATAQUE OCURRIDO EL DIA 5 DE OCTUBRE DE 1975."
1830,1830,"246-D-2011","EJERCICIO PROFESIONAL DEL LICENCIADO EN NUTRICION: OBJETO, AMBITO DE APLICACION, CONDICIONES PARA EL EJERCICIO DE LA PROFESION, ALCANCES E INCUMBENCIAS DE LA PROFESION, ESPECIALIDADES, INHABILIDADES, INCOMPATIBILIDADES, EJERCICIO ILEGAL, DERECHOS Y OBLIGACIONES, PROHIBICIONES, MATRICULA, DEROGACION DE LA LEY 24301 (REPRODUCCION DEL EXPEDIENTE 6700-D-08)."
1831,1831,"588-D-2012","APROBACION DEL PACTO FEDERAL LEGISLATIVO DE SALUD."
1832,1832,"7339-D-2012","JURA SOLEMNE DE FIDELIDAD A LA CONSTITUCION NACIONAL Y A LAS INSTITUCIONES DE LA REPUBLICA PARA ESTUDIANTES DE DIECISEIS AÑOS DE EDAD: REGIMEN."
1833,1833,"499-D-2012","MODIFICACION DE LA LEY 26093, INVESTIGACION, DESARROLLO, GENERACION Y USO DE BIOCOMBUSTIBLES Y DERIVADOS OLEOQUIMICOS; MODIFICACION DEL ARTICULO 5, SOBRE CLASIFICACION DE BIOCOMBUSTIBLES (REPRODUCCION DEL EXPEDIENTE 2121-D-10)."
