id,votacion_id,original_id,itul
298,298,"195-S-2004","PRORROGA HASTA EL 31 DE DICIEMBRE DE 2005 DE LA LEY DE EMERGENCIA PUBLICA 25561."
299,299,"195-S-2004","PRORROGA HASTA EL 31 DE DICIEMBRE DE 2005 DE LA LEY DE EMERGENCIA PUBLICA 25561."
300,300,"195-S-2004","PRORROGA HASTA EL 31 DE DICIEMBRE DE 2005 DE LA LEY DE EMERGENCIA PUBLICA 25561."
301,301,"195-S-2004","PRORROGA HASTA EL 31 DE DICIEMBRE DE 2005 DE LA LEY DE EMERGENCIA PUBLICA 25561."
302,302,"195-S-2004","PRORROGA HASTA EL 31 DE DICIEMBRE DE 2005 DE LA LEY DE EMERGENCIA PUBLICA 25561."
303,303,"270-S-2003","LEY 22285 DE RADIODIFUSIÓN: MODIFICACIONES."
304,304,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
305,305,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
306,306,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
307,307,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
308,308,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
309,309,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
310,310,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
311,311,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
312,312,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
313,313,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
314,314,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
315,315,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
316,316,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
317,317,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
318,318,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
319,319,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
320,320,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
321,321,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
322,322,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
323,323,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN  NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
324,324,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
325,325,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
326,326,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
327,327,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
328,328,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
329,329,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
330,330,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
331,331,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
332,332,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
333,333,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
334,334,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
335,335,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
336,336,"12-JGM-2004","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2005."
337,337,"258-S-3","Expediente 258 - S - 03  Proyecto de ley registrado bajo el número 25.666 (no extinción de la pensión por matrimonio del cónyuge del personal militar muerto en Malvinas, por nuevas nupcias), observado en su totalidad por el Decreto 2.170/02 del Poder Ejecutivo. Insistencia de la Honorable Cámara en su sanción original."
338,338,"87-S-2004","CREACIÓN DE ENERGÍA ARGENTINA SOCIEDAD ANÓNIMA (ENARSA)."
339,339,"2126-D-2004","RÉGIMEN INTEGRAL DE PROTECCIÓN DE LOS DERECHOS DEL NIÑO Y DEL ADOLESCENTE; CREACIÓN DEL CONSEJO NACIONAL DE NIÑEZ, ADOLESCENCIA Y FAMILIA EN EL ÁMBITO DEL PODER EJECUTIVO NACIONAL Y DE LA FIGURA DEL DEFENSOR DE LOS DERECHOS DEL NIÑO, NIÑAS Y ADOLESCENTES; SUSTITUCIÓN DEL ARTICULO 310 DEL CODIGO CIVIL Y DEROGACION DE LA LEY 10903, PATRONATO DE MENORES."
340,340,"2525-D-2004","RÉGIMEN DE PROTECCIÓN INTEGRAL DE LOS DERECHOS DE LOS NIÑOS, NIÑAS Y ADOLESCENTES, CREACIÓN DE LA DEFENSORIA NACIONAL Y DEL CONSEJO FEDERAL."
341,341,"3510-D-2004","RÉGIMEN DE PROTECCIÓN INTEGRAL DE LOS DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES."
342,342,"74-S-4","PRORROGAR POR TRES AÑOS LA DELEGACION LEGISLATIVA A PARTIR DEL 24 DE AGOSTO DE 2004 (LEY 25645); APROBAR LA TOTALIDAD DE LA LEGISLACION DELEGADA DICTADA AL AMPARO DE LA LEGISLACION DELEGANTE PREEXISTENTE A LA REFORMA CONSTITUCIONAL DESDE EL 24/08/2002 A LA FECHA DE ENTRADA EN VIGENCIA DE LA PRESENTE."
343,343,"74-S-4","PRORROGAR POR TRES AÑOS LA DELEGACION LEGISLATIVA A PARTIR DEL 24 DE AGOSTO DE 2004 (LEY 25645); APROBAR LA TOTALIDAD DE LA LEGISLACION DELEGADA DICTADA AL AMPARO DE LA LEGISLACION DELEGANTE PREEXISTENTE A LA REFORMA CONSTITUCIONAL DESDE EL 24/08/2002 A LA FECHA DE ENTRADA EN VIGENCIA DE LA PRESENTE."
344,344,"74-S-4","PRORROGAR POR TRES AÑOS LA DELEGACION LEGISLATIVA A PARTIR DEL 24 DE AGOSTO DE 2004 (LEY 25645); APROBAR LA TOTALIDAD DE LA LEGISLACION DELEGADA DICTADA AL AMPARO DE LA LEGISLACION DELEGANTE PREEXISTENTE A LA REFORMA CONSTITUCIONAL DESDE EL 24/08/2002 A LA FECHA DE ENTRADA EN VIGENCIA DE LA PRESENTE."
345,345,"74-S-4","PRORROGAR POR TRES AÑOS LA DELEGACION LEGISLATIVA A PARTIR DEL 24 DE AGOSTO DE 2004 (LEY 25645); APROBAR LA TOTALIDAD DE LA LEGISLACION DELEGADA DICTADA AL AMPARO DE LA LEGISLACION DELEGANTE PREEXISTENTE A LA REFORMA CONSTITUCIONAL DESDE EL 24/08/2002 A LA FECHA DE ENTRADA EN VIGENCIA DE LA PRESENTE."
346,346,"74-S-4","PRORROGAR POR TRES AÑOS LA DELEGACION LEGISLATIVA A PARTIR DEL 24 DE AGOSTO DE 2004 (LEY 25645); APROBAR LA TOTALIDAD DE LA LEGISLACION DELEGADA DICTADA AL AMPARO DE LA LEGISLACION DELEGANTE PREEXISTENTE A LA REFORMA CONSTITUCIONAL DESDE EL 24/08/2002 A LA FECHA DE ENTRADA EN VIGENCIA DE LA PRESENTE."
347,347,"74-S-4","PRORROGAR POR TRES AÑOS LA DELEGACION LEGISLATIVA A PARTIR DEL 24 DE AGOSTO DE 2004 (LEY 25645); APROBAR LA TOTALIDAD DE LA LEGISLACION DELEGADA DICTADA AL AMPARO DE LA LEGISLACION DELEGANTE PREEXISTENTE A LA REFORMA CONSTITUCIONAL DESDE EL 24/08/2002 A LA FECHA DE ENTRADA EN VIGENCIA DE LA PRESENTE."
348,348,"5150-D-3","PROMOVER JUICIO POLITICO AL MINISTRO DE LA CORTE SUPREMA DE JUSTICIA DE LA NACION DOCTOR ADOLFO VAZQUEZ"
349,349,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
350,350,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
351,351,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
352,352,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
353,353,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
354,354,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
355,355,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
356,356,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
357,357,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
358,358,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
359,359,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
360,360,"57-S-4","Régimen Federal de Responsabilidad Fiscal"
361,361,"57-S-4","Régimen Federal de Responsabilidad Fiscal"
362,362,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
363,363,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
364,364,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
365,365,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
366,366,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
367,367,"57-S-4","CREACION DEL REGIMEN FEDERAL DE RESPONSABILIDAD FISCAL."
368,368,"12-PE-4","REGIMEN TRANSITORIO PARA ACORDAR UN TRATAMIENTO FISCAL DESTINADO A LAS INVERSIONES EN BIENES DE CAPITAL CON DESTINO A LA ACTIVIDAD INDUSTRIAL Y A LA EJECUCION DE OBRAS DE INFRAESTRUCTURA. INSTRUMENTACION."
369,369,"3828-D-4","INTERPELACION AL SEÑOR JEFE DE GABINETE, DON ALBERTO FERNANDEZ Y AL SEÑOR MINISTRO DE JUSTICIA, SEGURIDAD Y DERECHOS HUMANOS, DON GUSTAVO BELIZ, SOBRE LOS GRUPOS DENOMINADOS PIQUETEROS."
370,370,"21-PE-2004","AUTORIZAR LA PARTICIPACIÓN DE LAS FUERZAS ARMADAS EN LOS EJERCICIOS COMBINADOS UNITAS XLV 2004 - FASE PACIFICO, PANAMAX - 2004 Y VIEKAREN VI - 2004, A REALIZARSE FUERA DEL TERRITORIO NACIONAL."
371,371,"21-PE-2004","AUTORIZAR LA PARTICIPACIÓN DE LAS FUERZAS ARMADAS EN LOS EJERCICIOS COMBINADOS UNITAS XLV 2004 - FASE PACIFICO, PANAMAX - 2004 Y VIEKAREN VI - 2004, A REALIZARSE FUERA DEL TERRITORIO NACIONAL."
372,372,"47-S-2004","AUTORIZAR LA SALIDA DEL TERRITORIO NACIONAL DE MEDIOS Y PERSONAL MILITAR PARA QUE PARTICIPE EN LA MISION DE ESTABILIZACION DE LAS NACIONES UNIDAS EN HAITÍ (MINUSTAH)."
373,373,"47-S-2004","AUTORIZAR LA SALIDA DEL TERRITORIO NACIONAL DE MEDIOS Y PERSONAL MILITAR PARA QUE PARTICIPE EN LA MISIÓN DE ESTABILIZACIÓN DE LAS NACIONES UNIDAS EN HAITÍ (MINUSTAH)."
374,374,"87-D-2004","MODIFICACIÓN DEL ARTICULO 55 DEL CÓDIGO PENAL DE LA NACIÓN, SOBRE APLICACIÓN DE LA PENA CUANDO CONCURRIEREN VARIOS HECHOS INDEPENDIENTES."
375,375,"6131-D-2003","MODIFICACIÓN AL CÓDIGO PENAL, SOBRE INCREMENTO DE PENAS PARA HOMICIDAS Y VIOLADORES."
376,376,"6131-D-2003","MODIFICACIÓN AL CÓDIGO PENAL, SOBRE INCREMENTO DE PENAS PARA HOMICIDAS Y VIOLADORES."
377,377,"15-S-2004","MODIFICACIÓN DEL ARTICULO 13 DEL CÓDIGO PENAL REFERIDO AL CUMPLIMIENTO DE LAS CONDENAS Y RESTRICCIONES AL ACCESO A INSTITUTOS DE LIBERTAD CONDICIONAL; INCORPORACIÓN DEL INCISO 6) SOBRE TRATAMIENTO MEDICO PSICOLÓGICO; EXCEPCIONES PARA CONDENADOS POR DELITOS CONTEMPLADOS EN LOS ARTÍCULOS 119 Y 120 (DELITOS CONTRA LA INTEGRIDAD SEXUAL)."
378,378,"15-S-2004","MODIFICACIÓN DEL ARTICULO 13 DEL CÓDIGO PENAL REFERIDO AL CUMPLIMIENTO DE LAS CONDENAS Y RESTRICCIONES AL ACCESO A INSTITUTOS DE LIBERTAD CONDICIONAL; INCORPORACIÓN DEL INCISO 6) SOBRE TRATAMIENTO MEDICO PSICOLÓGICO; EXCEPCIONES PARA CONDENADOS POR DELITOS CONTEMPLADOS EN LOS ARTÍCULOS 119 Y 120 (DELITOS CONTRA LA INTEGRIDAD SEXUAL)."
379,379,"15-S-2004","MODIFICACIÓN DEL ARTICULO 13 DEL CÓDIGO PENAL REFERIDO AL CUMPLIMIENTO DE LAS CONDENAS Y RESTRICCIONES AL ACCESO A INSTITUTOS DE LIBERTAD CONDICIONAL; INCORPORACIÓN DEL INCISO 6) SOBRE TRATAMIENTO MEDICO PSICOLÓGICO; EXCEPCIONES PARA CONDENADOS POR DELITOS CONTEMPLADOS EN LOS ARTÍCULOS 119 Y 120 (DELITOS CONTRA LA INTEGRIDAD SEXUAL)."
380,380,"15-S-2004","MODIFICACIÓN DEL ARTICULO 13 DEL CÓDIGO PENAL REFERIDO AL CUMPLIMIENTO DE LAS CONDENAS Y RESTRICCIONES AL ACCESO A INSTITUTOS DE LIBERTAD CONDICIONAL; INCORPORACIÓN DEL INCISO 6) SOBRE TRATAMIENTO MEDICO PSICOLÓGICO; EXCEPCIONES PARA CONDENADOS POR DELITOS CONTEMPLADOS EN LOS ARTÍCULOS 119 Y 120 (DELITOS CONTRA LA INTEGRIDAD SEXUAL)."
381,381,"5745-D-2003","MODIFICACIÓN DE LA LEY 24660, SOBRE EJECUCIÓN DE LA PENA PRIVATIVA DE LIBERTAD."
382,382,"6132-D-2003","MODIFICACIÓN DE LA LEY 24660 DE EJECUCIÓN DE LA PENA PRIVATIVA DE LA LIBERTAD, APLICACIÓN DE PENAS PARA DELITOS TIPIFICADOS EN LOS ARTÍCULOS 80, 119 Y 124 DEL CÓDIGO PENAL."
383,383,"5745-D-2003","MODIFICACIÓN DE LA LEY 24660, SOBRE EJECUCIÓN DE LA PENA PRIVATIVA DE LIBERTAD."
384,384,"6132-D-2003","MODIFICACIÓN DE LA LEY 24660 DE EJECUCIÓN DE LA PENA PRIVATIVA DE LA LIBERTAD, APLICACIÓN DE PENAS PARA DELITOS TIPIFICADOS EN LOS ARTÍCULOS 80, 119 Y 124 DEL CÓDIGO PENAL."
385,385,"348-S-2003","MODIFICACIÓN DEL CÓDIGO PENAL RESPECTO DE ESTABLECER LAS PENAS POR TENENCIA Y PORTACION DE ARMAS DE FUEGO."
386,386,"348-S-2003","MODIFICACIÓN DEL CÓDIGO PENAL RESPECTO DE ESTABLECER LAS PENAS POR TENENCIA Y PORTACION DE ARMAS DE FUEGO."
387,387,"5-PE-2004","INTERVENCIÓN FEDERAL A LA PROVINCIA DE SANTIAGO DEL ESTERO."
388,388,"5-PE-2004","INTERVENCIÓN FEDERAL A LA PROVINCIA DE SANTIAGO DEL ESTERO."
389,389,"5-PE-2004","INTERVENCIÓN FEDERAL A LA PROVINCIA DE SANTIAGO DEL ESTERO."
390,390,"5-PE-2004","INTERVENCIÓN FEDERAL A LA PROVINCIA DE SANTIAGO DEL ESTERO."
391,391,"5-PE-2004","INTERVENCIÓN FEDERAL A LA PROVINCIA DE SANTIAGO DEL ESTERO."
392,392,"5-PE-2004","INTERVENCIÓN FEDERAL A LA PROVINCIA DE SANTIAGO DEL ESTERO."
393,393,"356-S-2003","LEY DE ORDENAMIENTO LABORAL; DEROGACION DE LA LEY 25250 Y SUS NORMAS REGLAMENTARIAS."
394,394,"356-S-2003","LEY DE ORDENAMIENTO LABORAL; DEROGACION DE LA LEY 25250 Y SUS NORMAS REGLAMENTARIAS."
395,395,"247-S-2005","COMUNICACIÓN DEL DECRETO 1599/2005 MODIFICATORIO DE LOS ARTÍCULOS 4, 5 Y 6 DE LA LEY 23928 SOBRE AFECTACIÓN DE LAS RESERVAS DE ORO Y DIVISAS EXTRANJERAS DEL BANCO CENTRAL DE LA REPÚBLICA ARGENTINA."
396,396,"145-S-5","APROBACION DEL TRATADO DE EXTRADICION CON LA REPUBLICA DE PERU, SUSCRIPTO EN BUENOS AIRES EL 11 DE JUNIO DE 2004."
397,397,"25-S-5","APROBACION DEL PROTOCOLO PARA LA ADHESION DEL MERCADO COMUN DEL SUR (MERCOSUR) AL ACUERDO SOBRE EL SISTEMA GLOBAL DE PREFERENCIAS COMERCIALES ENTRE PAISES EN DESARROLLO (SGPC), SUSCRIPTO EN GINEBRA, CONFEDERACION SUIZA, EL 28 DE NOVIEMBRE DE 1997."
398,398,"165-S-5","CREACION DE LA EMPRESA ARGENTINA DE SOLUCIONES SATELITALES SOCIEDAD ANONIMA AR - SAT."
399,399,"247-S-5","COMUNICACION DEL DECRETO 1599/2005 MODIFICATORIO DE LOS ARTICULOS 4, 5 Y 6 DE LA LEY 23928 SOBRE AFECTACION DE LAS RESERVAS DE ORO Y DIVISAS EXTRANJERAS DEL BANCO CENTRAL DE LA REPUBLICA ARGENTINA."
400,400,"236-S-2005","FINANCIAMIENTO EDUCATIVO: MODIFICACIÓN DE LA LEY 24195, LEY FEDERAL DE EDUCACIÓN."
401,401,"236-S-2005","FINANCIAMIENTO EDUCATIVO: MODIFICACIÓN DE LA LEY 24195, LEY FEDERAL DE EDUCACIÓN."
402,402,"6694-D-2005","EXIMICIÓN DE IMPUESTOS A LA IMPORTACIÓN DE GAS OIL Y VENTA EN EL MERCADO INTERNO."
403,403,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PÚBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
404,404,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PÚBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
405,405,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PÚBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
406,406,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PÚBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
407,407,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PÚBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
408,408,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PÚBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
409,409,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PÚBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
410,410,"10-JGM-2006","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PÚBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
411,411,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PUBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
412,412,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PUBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
413,413,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PUBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
414,414,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACION PUBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
415,415,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PUBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
416,416,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PUBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
417,417,"10-JGM-2005","MODIFICACIÓN DE LA LEY 24937 DE CONSEJO DE LA MAGISTRATURA."
418,418,"11-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PÚBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
419,419,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PUBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
420,420,"10-JGM-2005","PRESUPUESTO GENERAL DE LA ADMINISTRACIÓN PUBLICA NACIONAL PARA EL EJERCICIO FISCAL CORRESPONDIENTE AL AÑO 2006."
421,421,"49-PE-2005","PRORROGAR HASTA EL 31 DE DICIEMBRE DE 2009 LA VIGENCIA DE LAS LEYES DE IMPUESTO A LAS GANANCIAS (TO 1997 Y MODIFICATORIAS), SOBRE LOS BIENES PERSONALES, DE EMERGENCIA A LOS PREMIOS DE DETERMINADOS JUEGOS DE SORTEO Y CONCURSOS DEPORTIVOS, CONTRIBUCIÓN ESPECIAL SOBRE EL CAPITAL DE LAS COOPERATIVAS Y RÉGIMEN SIMPLIFICADO PARA PEQUEÑOS CONTRIBUYENTES."
422,422,"49-PE-2005","PRORROGAR HASTA EL 31 DE DICIEMBRE DE 2009 LA VIGENCIA DE LAS LEYES DE IMPUESTO A LAS GANANCIAS (TO 1997 Y MODIFICATORIAS), SOBRE LOS BIENES PERSONALES, DE EMERGENCIA A LOS PREMIOS DE DETERMINADOS JUEGOS DE SORTEO Y CONCURSOS DEPORTIVOS, CONTRIBUCIÓN ESPECIAL SOBRE EL CAPITAL DE LAS COOPERATIVAS Y RÉGIMEN SIMPLIFICADO PARA PEQUEÑOS CONTRIBUYENTES."
423,423,"49-PE-2005","PRORROGAR HASTA EL 31 DE DICIEMBRE DE 2009 LA VIGENCIA DE LAS LEYES DE IMPUESTO A LAS GANANCIAS (TO 1997 Y MODIFICATORIAS), SOBRE LOS BIENES PERSONALES, DE EMERGENCIA A LOS PREMIOS DE DETERMINADOS JUEGOS DE SORTEO Y CONCURSOS DEPORTIVOS, CONTRIBUCIÓN ESPECIAL SOBRE EL CAPITAL DE LAS COOPERATIVAS Y RÉGIMEN SIMPLIFICADO PARA PEQUEÑOS CONTRIBUYENTES."
424,424,"49-PE-2005","PRORROGAR HASTA EL 31 DE DICIEMBRE DE 2009 LA VIGENCIA DE LAS LEYES DE IMPUESTO A LAS GANANCIAS (TO 1997 Y MODIFICATORIAS), SOBRE LOS BIENES PERSONALES, DE EMERGENCIA A LOS PREMIOS DE DETERMINADOS JUEGOS DE SORTEO Y CONCURSOS DEPORTIVOS, CONTRIBUCIÓN ESPECIAL SOBRE EL CAPITAL DE LAS COOPERATIVAS Y RÉGIMEN SIMPLIFICADO PARA PEQUEÑOS CONTRIBUYENTES."
425,425,"49-PE-2005","PRORROGAR HASTA EL 31 DE DICIEMBRE DE 2009 LA VIGENCIA DE LAS LEYES DE IMPUESTO A LAS GANANCIAS (TO 1997 Y MODIFICATORIAS), SOBRE LOS BIENES PERSONALES, DE EMERGENCIA A LOS PREMIOS DE DETERMINADOS JUEGOS DE SORTEO Y CONCURSOS DEPORTIVOS, CONTRIBUCIÓN ESPECIAL SOBRE EL CAPITAL DE LAS COOPERATIVAS Y RÉGIMEN SIMPLIFICADO PARA PEQUEÑOS CONTRIBUYENTES."
426,426,"49-PE-2005","PRORROGAR HASTA EL 31 DE DICIEMBRE DE 2009 LA VIGENCIA DE LAS LEYES DE IMPUESTO A LAS GANANCIAS (TO 1997 Y MODIFICATORIAS), SOBRE LOS BIENES PERSONALES, DE EMERGENCIA A LOS PREMIOS DE DETERMINADOS JUEGOS DE SORTEO Y CONCURSOS DEPORTIVOS, CONTRIBUCIÓN ESPECIAL SOBRE EL CAPITAL DE LAS COOPERATIVAS Y RÉGIMEN SIMPLIFICADO PARA PEQUEÑOS CONTRIBUYENTES."
