id,voting_id,legislador_id,legislador,bloque_id,bloque,provincia_id,provincia,voto
97400,380,714,"ABALOS, Roberto José",6,"Unión Cívica Radical",22,"Santiago del Estero",AFIRMATIVO
97401,380,818,"ABDALA, Josefina",6,"Unión Cívica Radical",13,Mendoza,AFIRMATIVO
97402,380,715,"ACCAVALLO, Julio César",103,Encuentro,16,"Río Negro",AFIRMATIVO
97403,380,716,"AGUERO, Elda Susana",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
97404,380,584,"ALARCON, María del Carmen",2,Justicialista,21,"Santa Fe",AUSENTE
97405,380,585,"ALCHOURON, Guillermo Eduardo",50,"Acción por la República",1,"Buenos Aires",AFIRMATIVO
97406,380,819,"ALONSO, Gumersindo Federico",82,"Partido Nuevo Contra la Corrupción",3,Córdoba,ABSTENCION
97407,380,820,"ALVAREZ, Juan José",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
97408,380,717,"ALVAREZ, Roque Tobías",2,Justicialista,24,Tucumán,AFIRMATIVO
97409,380,718,"AMSTUTZ, Guillermo",2,Justicialista,13,Mendoza,AFIRMATIVO
97410,380,22,"ARGÜELLO, Jorge",2,Justicialista,2,C.A.B.A.,AFIRMATIVO
97411,380,821,"ARNOLD, Eduardo Ariel",2,Justicialista,20,"Santa Cruz",AFIRMATIVO
97412,380,822,"ARTOLA, Isabel Amanda",83,"Frente Popular Bonaerense",1,"Buenos Aires",AFIRMATIVO
97413,380,384,"ATANASOF, Alfredo Néstor",2,Justicialista,1,"Buenos Aires",AUSENTE
97414,380,823,"BAIGORRI, Guillermo Francisco",2,Justicialista,18,"San Juan",AFIRMATIVO
97415,380,719,"BAIGORRIA, Miguel Angel",2,Justicialista,23,"Tierra del Fuego",AUSENTE
97416,380,499,"BALADRON, Manuel Justo",2,Justicialista,11,"La Pampa",AUSENTE
97417,380,720,"BALTUZZI, Angel Enzo",2,Justicialista,21,"Santa Fe",ABSTENCION
97418,380,694,"BARBAGELATA, María Elena",66,"Partido Socialista",2,C.A.B.A.,AFIRMATIVO
97419,380,721,"BASILE, Daniel Armando",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
97420,380,722,"BASTEIRO, Sergio Ariel",66,"Partido Socialista",1,"Buenos Aires",AFIRMATIVO
97421,380,723,"BASUALDO, Roberto",2,Justicialista,18,"San Juan",AUSENTE
97422,380,724,"BAYONZO, Liliana Amelia",6,"Unión Cívica Radical",5,Chaco,AFIRMATIVO
97423,380,824,"BECCANI, Alberto Juan",6,"Unión Cívica Radical",21,"Santa Fe",AFIRMATIVO
97424,380,825,"BEJARANO, Mario Fernando",2,Justicialista,9,Formosa,AFIRMATIVO
97425,380,826,"BERTOLYOTTI, Delma Noemí",2,Justicialista,8,"Entre Ríos",AUSENTE
97426,380,725,"BERTONE, Rosana Andrea",2,Justicialista,23,"Tierra del Fuego",AFIRMATIVO
97427,380,372,"BIANCHI SILVESTRE, Marcela Alejandra",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
97428,380,726,"BLANCO, Jesus Abel",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
97429,380,827,"BONACORSI, Juan Carlos",72,"Unidad Federalista",1,"Buenos Aires",AUSENTE
97430,380,828,"BONASSO, Miguel Luis",100,Convergencia,2,C.A.B.A.,AUSENTE
97431,380,829,"BORSANI, Luis Gustavo",6,"Unión Cívica Radical",13,Mendoza,AUSENTE
97432,380,393,"BORTOLOZZI de BOGADO, Adriana Raquel",2,Justicialista,9,Formosa,AFIRMATIVO
97433,380,830,"BOSCH, Irene Miriam",100,Convergencia,14,Misiones,AFIRMATIVO
97434,380,831,"BOSSA, Mauricio",53,"U. Ce. De.",3,Córdoba,NEGATIVO
97435,380,273,"BREARD, Noel Eugenio",6,"Unión Cívica Radical",7,Corrientes,AFIRMATIVO
97436,380,727,"BROWN, Carlos Ramón",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
97437,380,832,"CACERES, Gladys Antonia",2,Justicialista,12,"La Rioja",AUSENTE
97438,380,502,"CAFIERO, Mario Alejandro",104,"Soberania Popular",1,"Buenos Aires",AFIRMATIVO
97439,380,58,"CAMAÑO, Eduardo Oscar",67,"Justicialista Nacional",1,"Buenos Aires",AUSENTE
97440,380,280,"CAMAÑO, Graciela",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
97441,380,400,"CAMBARERI, Fortunato Rafael",6,"Unión Cívica Radical",6,Chubut,AUSENTE
97442,380,833,"CANTEROS, Gustavo Jesús Adolfo",86,"Frente Proyecto Corrientes",7,Corrientes,AUSENTE
