id,voting_id,legislador_id,legislador,bloque_id,bloque,provincia_id,provincia,voto
70161,274,3,"ABASTO, Angel Leonidas",2,Justicialista,1,"Buenos Aires",AUSENTE
70162,274,494,"ABELLA, Miguel Angel",6,"Unión Cívica Radical",3,Córdoba,AUSENTE
70163,274,379,"ALARCIA, Martha Carmen",2,Justicialista,3,Córdoba,AUSENTE
70164,274,584,"ALARCON, María del Carmen",2,Justicialista,21,"Santa Fe",AUSENTE
70165,274,496,"ALBRISI, César Alfredo",50,"Acción por la República",3,Córdoba,AUSENTE
70166,274,585,"ALCHOURON, Guillermo Eduardo",50,"Acción por la República",1,"Buenos Aires",NEGATIVO
70167,274,586,"ALESANDRI, Carlos Tomas",2,Justicialista,3,Córdoba,AFIRMATIVO
70168,274,380,"ALESSANDRO, Dario Pedro",39,FREPASO,2,C.A.B.A.,NEGATIVO
70169,274,692,"ALLENDE IRIARTE, Alberto",59,"Partido Demócrata por la Capital Federal",2,C.A.B.A.,AUSENTE
70170,274,381,"ALLENDE, Alfredo Estanislao",6,"Unión Cívica Radical",1,"Buenos Aires",AUSENTE
70171,274,587,"ARGUL, Marta del Carmen",39,FREPASO,10,Jujuy,AFIRMATIVO
70172,274,588,"ARNALDI, Monica Susana",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
70173,274,384,"ATANASOF, Alfredo Néstor",2,Justicialista,1,"Buenos Aires",AFIRMATIVO
70174,274,264,"AYALA, Juan Carlos",2,Justicialista,5,Chaco,AFIRMATIVO
70175,274,265,"BAGLINI, Raúl Eduardo",6,"Unión Cívica Radical",13,Mendoza,NEGATIVO
70176,274,499,"BALADRON, Manuel Justo",2,Justicialista,11,"La Pampa",AUSENTE
70177,274,28,"BALESTRA, René Helvecio",6,"Unión Cívica Radical",21,"Santa Fe",NEGATIVO
70178,274,589,"BALIAN, Alejandro",6,"Unión Cívica Radical",3,Córdoba,AFIRMATIVO
70179,274,31,"BALTER, Carlos Mario",11,"Demócrata de Mendoza",13,Mendoza,AUSENTE
70180,274,694,"BARBAGELATA, María Elena",39,FREPASO,2,C.A.B.A.,AFIRMATIVO
70181,274,267,"BAYLAC, Juan Pablo",6,"Unión Cívica Radical",1,"Buenos Aires",AUSENTE
70182,274,590,"BECERRA, Omar Enrique",2,Justicialista,23,"Tierra del Fuego",AFIRMATIVO
70183,274,591,"BEVACQUA, Adriana Norma",2,Justicialista,8,"Entre Ríos",AUSENTE
70184,274,592,"BIGLIERI, María Emilia",9,"Demócrata Progresista",21,"Santa Fe",NEGATIVO
70185,274,593,"BONACINA, Mario Hector",55,"Movimiento Cívico y Social",22,"Santiago del Estero",AUSENTE
70186,274,43,"BONINO, Miguel Angel",6,"Unión Cívica Radical",19,"San Luis",AFIRMATIVO
70187,274,392,"BORDENAVE, Marcela Antonia",39,FREPASO,1,"Buenos Aires",AFIRMATIVO
70188,274,700,"BORRELLI, Osvaldo Martín",28,"Partido Federal",2,C.A.B.A.,NEGATIVO
70189,274,500,"BRANDONI, Adalberto Luis",6,"Unión Cívica Radical",1,"Buenos Aires",AUSENTE
70190,274,48,"BRAVO, Alfredo Pedro",60,A.R.I,2,C.A.B.A.,AUSENTE
70191,274,594,"BRIOZZO, Alberto Nicolas",39,FREPASO,1,"Buenos Aires",AFIRMATIVO
70192,274,395,"BRITOS, Oraldo Norvel",2,Justicialista,19,"San Luis",AFIRMATIVO
