id,voting_id,legislador_id,legislador,bloque_id,bloque,provincia_id,provincia,voto
343589,1338,1156,"ABDALA DE MATARAZZO, Norma Amanda",119,"Frente Cívico por Santiago",22,"Santiago del Estero",NEGATIVO
343590,1338,1033,"ACOSTA, María Julia",1,"Frente para la Victoria - PJ",4,Catamarca,NEGATIVO
343591,1338,1034,"AGOSTO, Walter Alfredo",113,"Peronismo Federal",21,"Santa Fe",AFIRMATIVO
343592,1338,930,"AGUAD, Oscar Raúl",6,"Unión Cívica Radical",3,Córdoba,AFIRMATIVO
343593,1338,1035,"AGUIRRE DE SORIA, Hilda Clelia",1,"Frente para la Victoria - PJ",12,"La Rioja",NEGATIVO
343594,1338,1157,"ALBRIEU, Oscar Edmundo Nicolas",1,"Frente para la Victoria - PJ",16,"Río Negro",NEGATIVO
343595,1338,1037,"ALCUAZ, Horacio Alberto",157,GEN,1,"Buenos Aires",AFIRMATIVO
343596,1338,1038,"ALFARO, Germán Enrique",1,"Frente para la Victoria - PJ",24,Tucumán,NEGATIVO
343597,1338,1158,"ALFONSÍN, Ricardo",6,"Unión Cívica Radical",1,"Buenos Aires",AFIRMATIVO
343598,1338,1159,"ALIZEGUI, Antonio Aníbal",1,"Frente para la Victoria - PJ",8,"Entre Ríos",NEGATIVO
343599,1338,819,"ALONSO, Gumersindo Federico",168,"Frente Cívico - Córdoba",3,Córdoba,AFIRMATIVO
343600,1338,1160,"ALONSO, Laura",111,"Propuesta Republicana",2,C.A.B.A.,AFIRMATIVO
343601,1338,1161,"ALVAREZ, Elsa María",6,"Unión Cívica Radical",20,"Santa Cruz",AFIRMATIVO
343602,1338,1162,"ALVAREZ, Jorge Mario",6,"Unión Cívica Radical",21,"Santa Fe",AFIRMATIVO
343603,1338,820,"ALVAREZ, Juan José",129,Peronista,1,"Buenos Aires",AUSENTE
343604,1338,1039,"ALVARO, Héctor Jorge",131,"De la Concertación",13,Mendoza,NEGATIVO
343605,1338,18,"AMADEO, Eduardo Pablo",113,"Peronismo Federal",1,"Buenos Aires",AFIRMATIVO
343606,1338,1041,"ARBO, José Ameghino",19,"Liberal de Corrientes",7,Corrientes,AFIRMATIVO
343607,1338,1163,"ARENA, Celia Isabel",113,"Peronismo Federal",21,"Santa Fe",AFIRMATIVO
343608,1338,1043,"ARETA, María Josefa",125,"Frente de Todos",7,Corrientes,NEGATIVO
343609,1338,1044,"ARGÜELLO, Octavio",1,"Frente para la Victoria - PJ",1,"Buenos Aires",NEGATIVO
343610,1338,1164,"ARGUMEDO, Alcira Susana",169,"Movimiento Proyecto Sur",2,C.A.B.A.,AFIRMATIVO
343611,1338,1165,"ASEF, Daniel Edgardo",170,"Peronista Córdoba Ciudadana",3,Córdoba,AUSENTE
343612,1338,1166,"ASPIAZU, Lucio Bernardo",6,"Unión Cívica Radical",7,Corrientes,AFIRMATIVO
343613,1338,384,"ATANASOF, Alfredo Néstor",113,"Peronismo Federal",1,"Buenos Aires",AUSENTE
343614,1338,1045,"BALDATA, Griselda Angela",171,"Coalición Cívica",3,Córdoba,AUSENTE
343615,1338,1167,"BARBIERI, Mario Leandro",6,"Unión Cívica Radical",1,"Buenos Aires",AFIRMATIVO
343616,1338,1168,"BARRANDEGUY, Raúl Enrique",1,"Frente para la Victoria - PJ",8,"Entre Ríos",NEGATIVO
343617,1338,1046,"BARRIOS, Miguel Angel",66,"Partido Socialista",21,"Santa Fe",AFIRMATIVO
343618,1338,722,"BASTEIRO, Sergio Ariel",172,"Nuevo Encuentro Popular y Solidario",1,"Buenos Aires",NEGATIVO
343619,1338,1047,"BEDANO, Nora Esther",1,"Frente para la Victoria - PJ",3,Córdoba,NEGATIVO
343620,1338,1048,"BELOUS, Nélida",173,"Bloque Social Patagónico",23,"Tierra del Fuego",NEGATIVO
343621,1338,1049,"BENAS, Verónica Claudia",174,"SI por la Unidad Popular",21,"Santa Fe",AFIRMATIVO
343622,1338,1169,"BENEDETTI, Atilio Francisco Salvador",6,"Unión Cívica Radical",8,"Entre Ríos",AFIRMATIVO
343623,1338,1170,"BERNAL, María Eugenia",1,"Frente para la Victoria - PJ",10,Jujuy,NEGATIVO
343624,1338,938,"BERTOL, Paula María",111,"Propuesta Republicana",2,C.A.B.A.,AFIRMATIVO
343625,1338,725,"BERTONE, Rosana Andrea",1,"Frente para la Victoria - PJ",23,"Tierra del Fuego",NEGATIVO
343626,1338,1052,"BIANCHI, Ivana María",113,"Peronismo Federal",19,"San Luis",AFIRMATIVO
343627,1338,1053,"BIDEGAIN, Gloria Mercedes",1,"Frente para la Victoria - PJ",1,"Buenos Aires",NEGATIVO
343628,1338,1171,"BLANCO DE PERALTA, Blanca",1,"Frente para la Victoria - PJ",20,"Santa Cruz",NEGATIVO
343629,1338,828,"BONASSO, Miguel Luis",138,"Diálogo por Buenos Aires",2,C.A.B.A.,AUSENTE
343630,1338,943,"BRILLO, José Ricardo",16,"Movimiento Popular Neuquino",15,Neuquén,AUSENTE
343631,1338,944,"BRUE, Daniel Agustín",119,"Frente Cívico por Santiago",22,"Santiago del Estero",NEGATIVO
